songinfo,lyrics,year
INI KAMOZE - HERE COMES THE HOTSTEPPER LYRICS,"Hit It Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah  Here comes the hotstepper, murderer Im the lyrical gangster, murderer Pick up the crew in-a de area, murderer Still love you like that, murderer  No no we dont die Yes we mul-ti-ply Anyone test will hear the fat lady sing Act like you know, Rico I know what Bo dont know Touch them up and go, uh-oh Ch-ch-chang chang  Here comes the hotstepper, murderer Im the lyrical gangster, murderer Excuse me mister officer, murderer Still love you like that, murderer  Extraordinary Juice like a strawberry Money to burn baby, all of the time Cut to fade is me Fade to cut is she Come juggle with me, I say everytime  Here comes the hotstepper, murderer Im the lyrical gangster, murderer Dial emergency number, murderer Still love you like that, murderer  Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah  Its how we do it man  Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah  Start like a jackrabbit Finish in front of it On the night is jack , thats it, understand? Im the daddy of the mack daddy His are left in gold, maybe Aint no homie gonna play me, top celebrity man  Murderer Im the lyrical gangster, murderer Excuse me mister officer, murderer Still love you like that, murderer  No no we dont die Yes we mul-ti-ply Anyone test will hear the fat lady sing Act like you know, G go I know what Bo dont know Touch them up and go, uh-oh Ch-ch-chang chang  Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah  Yeah man  Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah  Right  Here comes the hotstepper, murderer Im the lyrical gangster, murderer Big up all crew bow ya, murderer Still love you like that, murderer  Here comes the hotstepper, murderer Im the lyrical danger, murderer Pick up the crew in-a the area, murderer Still love you like that, murderer  Here comes the Hotstepper Im the lyrical gangster Im a live in-a me danger Still love you like thaaaaat  Hey Da da da da Da da da da Da da da da",1994
MYA & SISQO - ITS ALL ABOUT ME LYRICS,"Mya & Sisqo Miscellaneous Its All About Me I cook your dinner  I wash your clothes  baby, hell no  thats not the way it goes  its all about me tonight  I cant stop loving you  cause your still my boo, still my boo  but you gotta see  tonight its all about me, me and me, and me   Chorus:  Tonight its bout me, me, me, me, me.  forget about you you you you you  so what you gonna do do do do do  are you gonna get it up, get it up    Up jumps my butt nigga what  look at your eyes lookin at my thighs  now seing my body right to left, left to right  you know that shit is tight  now just look at my body, body uh-huh  and just hold me like a man should  Sisqo: like a nigga should  cause baby you gotta see  tonight baby its all about me   Chorus   Mya and Sisqo: You know  that im gonna love you for life  so lets make tonight, lets make tonight  my arms are open wide  so let me come inside    Chorus:2   Mya:Its all about me, about me, about me yeah  Sisqo:I wanna be your slave, I wanna be your slave tonight  Mya: I know you will , oh baby yeeeaaah  Sisqo:and watch your body  Mya: ya better get it right. ooooooooooh.",1998
JUVENILE - BACK THAT ASS UP LYRICS,"Got you working with some ass, yeah You bad, yeah Make a nigga spend his cash, yeah His last, yeah  Hoes clown when you pass, yeah They mad, yeah You gon ride in the Jag, yeah With dad, yeah  You could smoke or buy a bag, yeah A grass, yeah Got money I confess, yeah And trash, yeah  Im a Big Tymer nigga, yeah Pulling trigger, yeah A player hater to flip with, yeah Gon head and fill it, yeah  I be slanging wood, yeah Out the hood, yeah Let it be understood, yeah Its all good, yeah  Got a nigga screaming large, yeah On the hard, yeah A smooth ghetto broad, yeah I want the broad, yeah  A nigga do a trick, yeah On the dick, yeah You claiming you want a bitch, yeah That aint shit, yeah  The nigga with the money, yeah Dont act funny, yeah Got birds and Im running, yeah Bout a hundred, yeah  Girl, you looks good, wont you back that ass up Youse a fine motherfucker, wont you back that ass up Call me big daddy when you back that ass up Hoe, who is you playing with, back that ass up  Girl, you looks good, wont you back that ass up Youse a fine motherfucker, wont you back that ass up Call me big daddy when you back that ass up Girl, who is you playing with back that ass up Girl, you looks good, wont you back that ass up Youse a fine motherfucker, wont you back that ass up  You got to steal, big ass, yeah Make me laugh, yeah Make a nigga wanna grab that Wanna grab that  Im sweating on the draws, yeah On hard, yeah Wanna walk it like a dog, yeah Break you off, yeah  How you gon get yours, yeah Thats for sure, yeah You fucking with my nerves, yeah To the curb, yeah  I know you bitches know, yeah And it show, yeah But a nigga got some more, yeah Im bout to flow, yeah  Fresh off some shit, yeah In his bitch, yeah We be making hit, yeah After hit, yeah  Them titties sitting nice, yeah I wanna bite, yeah I could fuck you right, yeah All night, yeah  Wanna bring it to my house, yeah On the couch, yeah Knock the pussy out, yeah Get them out, yeah  I wanna see these hoes, yeah Bend it low, yeah Let me run it in the hole, yeah Let me know, yeah  Girl, you looks good, wont you back that ass up Youse a fine motherfucker, wont you back that ass up Call me big daddy when you back that ass up Hoe, who is you playing with back that ass up  Girl, you looks good, wont you back that ass up Youse a fine motherfucker, wont you back that ass up Call me big daddy when you back that ass up Hoe, who is you playing with back that ass up  I know you cant stand it Big Bandit done landed See the draws handed  We can go get it yall gang split it yall Put the bitch on the wall and I hit it yall Im looking kind of lonely, Im feeling horny Put the dick in the middle like Monee  Big, thick plumber chick and a Hummer chick Beat the dick like a motherfucking drummer chick Cinch that putty-cat look at that I love a fucking hoody-rat, thats a fact  Youse a motherfucking get it girl Quit it girl Im the nigga, the nigga, nigga The hit it girl  Girl, you looks good, wont you back that ass up Youse a fine motherfucker, wont you back that ass up Call me big daddy when you back that ass up Hoe, who is you playing with back that ass up  Girl, you looks good, wont you back that ass up Youse a fine motherfucker, wont you back that ass up Call me big daddy when you back that ass up Hoe, who is you playing with back that ass up  Na, na, na, na, na After you back it up, then stop Then wha-wha-what Dro-drop it like its hot Now after you back it up, then stop  Now,wha-wha-wha-what Drop it like its hot Now drop It like its hot Drop it like its hot C-M-P make you drop it like its hot  Drop it like its hot Dro-drop it like its hot Drop it like its hot Dro-drop it like its hot, ha",1999
PAULA ABDUL - BLOWING KISSES IN THE WIND LYRICS,"So tell baby tell, your true heart  Say what you say when youre all alone  Im trying, trying to try  And feel you and see if I see  Im feeling alone   And all I want is to get through  So maybe, youll see that the  Way youre leaving me  It wont do    Its like Im blowing kisses in the wind  Giving you love that you havent been given  I cross my heart and hope to die  Im only wishing youd love me like I   Blowing kisses in the wind  Waiting, waiting, waiting  Waiting for you is  Its like blowing, blowing kisses   So please baby, please, release me  If time after time, your hearts growing cold  Im saying, If you dont believe, in believing  Then how could true love, ever be so   And all I want is to get through  So maybe youd see that the  Way youre leaving me  It wont do    Its like Im blowing kisses in the wind  Giving you love that you havent been given  I cross my heart and hope to die  Im only wishing youd love me like I   Blowing kisses in the wind  Waiting, waiting, waiting  Waiting for you is  Its like blowing, blowing kisses   Like Im like blowing kisses  Im some-biddy-bum-bum  Like Im blowing kisses   And all I want is to get through  So maybe youd see that the  Way youre leaving me  It wont do    Its like Im blowing kisses in the wind  Giving you love that you havent been given  I cross my heart and hope to die  Im only wishing youd love me like I   Blowing kisses in the wind  Waiting, waiting, waiting  Waiting for you is  Its like blowing kisses   Like Im blowing  Kisses in the wind  Like Im blowing  Kisses in the wind   Like Im blowing  Kisses in the wind  Waiting for you is  Its like blowing, blowing kisses",1992
MARIAH CAREY - EMOTIONS LYRICS,"You got me feelin emotions And higher, higher, higher  I feel good, I feel nice Ive never felt so satisfied Im in love, Im alive Intoxicated, flyin high  Feels like a dream When you touch me tenderly I dont know if its real But I like the way I feel inside  Youve got me feelin emotions Deeper than Ive ever dreamed of Oh, youve got me feelin emotions Higher than the heavens above  Now in the mornin when I rise You are the first thing on my mind And in the middle of the night I feel your heartbeat next to mine  Feels like a dream When you love me tenderly I dont know if youre real But I really like the way I feel inside  Youve got me feelin emotions Deeper than Ive ever dreamed of Oh, youve got me feelin emotions Higher than the heavens above  Oh, you emotions Oh, deeper than Ive ever dreamed of Baby, youve got me feelin emotions Higher than the heavens above, oh yeah yeah  Now you know the way To make me lose control When youre lookin into my eyes You make me feel so  Higher emotions Deeper than Ive ever dreamed of Oh, youve got me feelin emotions Higher than the heavens above  Higher emotions Deeper than Ive ever dreamed of Oh, you emotions  Higher emotions Deeper than Ive ever dreamed of Oh, you, emotions, emotions You got me feelin higher",1991
ICE CUBE - CHECK YO SELF (REMIX) LYRICS,"So come on and chick-ity-check yo self Before you wreck yo self Check, check  You betta check yo self For you wreck yo self Cause Im bad for your health I come real stealth  Droppin bombs on ya moms Fuck car alarms Do without one mother nigga wit yo alpine Sold it for six-o, always let tricks know And friends know, we got that indoe  Yo, Im not a sucka sittin in a house of pain And no Im not the butler, ill cut ya head-butt ya You say you cant touch this And I wouldnt touch ya, punk motherfucker  Here to let you know boy, oh boy I make dough, but dont call me dough-boy This aint no fuckin motion picture A guy or bitch-a, my nigga get wit ya And hit ya, makin they yack to the neck So you better run a check  So come on and chick-ity-check yo self Before you wreck yo self Chick-ity-check yo self Before you wreck yo self  Yo, common, chick-ity-check yo self Before you wreck yo self Cause shotgun bullets Are bad for your health  Tricks wanna step to cube and then they get played Cause they bitch may pullin out a switchblade Thats kinda trifle Cause thats a knife-o AK-47 assault rifle  Hold the fifty, I nifty now Gotta a new style, watch out now I hate motherfuckers Claimin that they foldin Bank but steady talkin shit in the holdin  Tank first you wanna step to me Now your ass screamin for the deputy They send you to Charlie-Baker-Denver row Now the runnin up in ya slow  Youre God, used to be the Don Juan Now your name is just Twan Switch it, snap it, rollin your eyes and neck You better run a check  So chick-ity-check yo self Before you wreck yo self Come on an chick-ity-check yo self Before you wreck yo self  So  chick-ity-check yo self Before you wreck yo self Big dicks in ya ass is bad for your health Come, yeah  If youre foul You better run a make on that license plate You coulda had a V8 Instead of a trey-eight slug to ya cranium I got six and Im aimin em  Will I bust or keep you guessin Cause fuck you and that shit ya stressin Bitch, get off the wood, you no good There goes the neighborhood hooker  Go ahead and keep your drawers Givin up the claps and who needs applause At a time like this, pop ya coochie and ya dead Bitch is a Miami hurricane head  Sprung, niggas call her lips and lungs Nappy dugout, get the fuck out Cause women like you gets no respect Bitch, you better run a check  So chick-ity-check yo self Before you wreck yo self So chick-ity-check yo self Before you wreck yo self  Come on an chick-ity-check yo self Before you wreck yo self Cause bitches like you Is bad for my health  So chick-ity-check yo self Before you wreck yo self So chick-ity-check yo self Before you wreck yo self Come on an chick-ity-check yo self Before you wreck yo self  So chick-ity-check yo self Before you wreck yo self So chick-ity-check yo self Before you wreck yo self  Come on an chick-ity-check yo self Before you wreck yo self Cause the lench mob Is bad for ya health  Nine-trey, remix Old school tip, yeah Its like a jungle Sometimes it makes me wonder How I keep from goin under?",1993
BABYFACE - AND OUR FEELINGS LYRICS,"We fell in love and who could blame us The word was we were just beside ourselves And everybody said it wouldnt last Now they wonder why we didnt last  We fell in love, it seemed so righteous Couldnt compare our love to no one else And everybody thought we could not win Its no wonder love came to an end  And our feelings Just arent feelings anymore Theyre just words that come from whispers From people we dont know  And our feelings Just arent feelings anymore Theyre just words without emotion From people who dont know, who dont know  We fell apart, the bond was broken Shouldve kept our thoughts between ourselves And though they say they cared, they didnt help Makes me wonder, should we blame ourselves?  So here we are, broken hearted What in the world have we done to ourselves? When everybody said to let it end Well it makes me wonder we cant let them win  And our feelings Just arent feelings anymore Theyre just words that come from whispers From people we dont know  And our feelings Just arent feelings anymore Theyre just words without emotion From people who dont know  If wed only just try, we could make it by And maybe in time we could make it right If we only had done what we shouldve done Wed both be here still making love  I wanna know that That we can go back Back to the times when the lovin was all that When no one could come between our love  And our feelings Just arent feelings anymore Theyre just words that come from whispers From people we dont know  And our feelings Just arent feelings anymore Theyre just words without emotion From people who dont know  And our feelings Just arent feelings anymore Theyre just words that come from whispers From people we dont know  And our feelings Just arent feelings anymore Theyre just words without emotion From people who dont know",1994
MICHAEL BOLTON - HOW AM I SUPPOSE TO LIVE WITHOUT YOU LYRICS,"I could hardly believe it When I heard the news today I had to come and get it straight from you  They said you were leavin Someones swept your heart away From the look upon your face, I see its true  So tell me all about it Tell me bout the plans youre makin Tell me one thing more before I go  Tell me how am I suppose to live without you? Now that Ive been lovin you so long How am I suppose to live without you? And how am I suppose to carry on? When all that Ive been livin for is gone  I didnt come here for cryin Didnt come here to break down Its just a dream of mine is coming to an end  And how can I blame you When I build my world around The hope that one day wed be so much more than friends  And I dont wanna know the price Im gonna pay for dreaming Even now its more than I can take  Tell me how am I suppose to live without you? Now that Ive been lovin you so long How am I suppose to live without you? And how am I suppose to carry on? When all that Ive been livin for is gone  And I dont wanna face the price Im gonna pay for dreaming Now that your dream has come true  Tell me how am I suppose to live without you? Now that Ive been lovin you so long How am I suppose to live without you? And how am I suppose to carry on? When all that Ive been livin for is gone",1990
WILL SMITH - WILD WILD WEST LYRICS,"Wild Wild West Jim West, desperado, rough rider No you dont want nada  None of this, six gunnin this, brotha runnin this Buffalo soldier, look its like I told ya Any damsel thats in distress Be out of that dress when she meet Jim West  Rough neck so go check the law and abide Watch your step with flex and get a hole in your side Swallow your pride, dont let your lip react You dont wanna see my hand where my hip be at  With Artemus from the start of this Runnin the game, James West tamin the west So remember the name Now who ya gonna call?  Not the G.B.s Now who you gonna call? G double E G  If you have a riff with people wanna bust Break out before you get bum rushed at the  (Wild Wild West) When I roll into the (Wild Wild West) When I stroll into the  (Wild Wild West) When I bounce into the (Wild Wild West) Sisqo, Sisqo  We going straight to the Wild Wild West We going straight to the Wild Wild West  Now, now, now, now once upon a time in the west Mad man lost his damn mind in the west Loveless, givin up a dime, nothin less Now I must put his behind to the test (Can you feel me?)  Then through the shadows, in the saddle, ready for battle Bring all your boys in, here come the poison Behind my back, all the riffin ya did Front and center, now where your lip at kid?  Who dat is? A mean brotha, bad for your health Lookin damn good though, if I could say it myself Told me Loveless is a mad man but I dont fear that  Got mad weapons too, aint tryin to hear that Tryin to bring down me, this champion When yall clowns gon see that it cant be done Understand me son, Im the slickest they is  Im the quickest as they is, did I say, Im the slickest? They is So if you barking up the wrong tree we comin Dont be startin nothin  Me and my partner gonna test your chest, Loveless Cant stand the heat then get out the Wild Wild west  We going straight to (When I roll into the) The Wild Wild West (When I stroll into the)  We going straight to (When I bounce into the) The Wild Wild West  We going straight to the Wild Wild west We going straight to the Wild Wild west  To any outlaw tryin to draw, thinkin youre bad Any draw on West best with a pen and a pad Dont even think about it, six gun, weighin a ton 10 paces and turn just for fun, son Up till sundown, rolling around,  See where the bad guys are to be found And make em lay down The defenders of the west, crushin on pretenders in the west Dont mess with us cuz were in the (Wild Wild west)  We going straight to the Wild Wild West We going straight to the Wild Wild West We going straight to the Wild Wild West We going straight to the Wild Wild West We going straight to the Wild Wild West We going straight to the Wild Wild West, come on  (Wild Wild West) When I roll into the (Wild Wild West) When I stroll into the We going straight to the Wild Wild West (The Wild Wild West)  (Wild, Wild West) Whoo, uh (Wild Wild West) Ha ha ha ha (Wild Wild West) Uh Dru, Dru  (Wild Wild West) I done done it again yall done Done it again (Wild Wild West) Ha ha ha ha (Wild Wild West) Big Will, Dru Hill, uh  (Wild Wild West) Big Will, Dru Hill, ha ha ha ha (Wild Wild West) The Wild Wild West (Wild Wild West) Uh (Wild Wild West) One time  (Wild Wild West) Uh (Wild Wild West) The Wild Wild West bring in the Heat, bring in the heat, what? (Wild Wild West)  (Wild Wild West) Uh, cant stop the bum rush The Wild Wild (The Wild Wild West)",1999
MAXWELL - FORTUNATE LYRICS,"Never seen a sun shine like this Never seen the moon glow like this Never seen the waterfalls like this Never seen the lights off like this Never dug anyone like this Never had tasty lips to kiss Never had someone to miss Never wrote a song quite like this  Fortunate to have you girl, Im so glad youre in my world, Just as sure as the sky is blue, I bless the day that I found you.  Never had room service all night Never took a trip first class flight Never had a love affair so tight Ive never felt a feeling so right Never seen a winter so white Never had words to recite Never had a flame to ignite And I never sang a song with all my might.  Silence child hope you hear Im callin out to your body Baby you know just what to do Close the door no interlude",1999
SUGAR RAY - EVERY MORNING LYRICS,"Every morning theres a halo hangin From the corner of my girlfriends four post bed I know its not mine but Ill see if I can use it for The weekend or a one-night stand  Couldnt understand how to work it out Once again as predicted Left my broken heart open And you ripped it out  Somethings got me reeling Stopped me from believing Turn me around again Said that we can do it You know I wanna do it again  Sugar ray say, every morning Every morning when I wake up Shut the door baby, dont say a word She always rights wrongs She always rights, she always rights Shut the door baby, shut the door baby  Every morning theres a heartache hanging From the corner of my girlfriends four-post bed I know its not mine and I know she thinks she loves me But I never can believe what she said  Something so deceiving When you stop believing Turn me around again Said we couldnt do it You know I wanna do it again  Every morning, every morning when I wake up Shut the door baby, dont say a word Every morning, every morning when I wake up Shut the door baby, shut the door baby She always rights the wrongs for me, baby She always rights the wrongs for me  Every morning theres a halo hanging From the corner of my girlfriends four-post bed I know its not mine but Ill see if I can use it for The weekend or a one-night stand Shut the door baby, dont say a word  Every morning, every morning when I wake up Shut the door baby, shut the door baby Every morning, every morning Shut the door baby, dont say a word Every morning, every morning when I wake up Every morning, shut the door baby",1999
EN VOGUE - HOLD ON LYRICS,"When I had you I treated you bad Wrong my dear but since, since you went Dont you know, I sit around With my head hanging down And I wonder whos loving you  Ooh, my first mistake was I wanted too much time I had to have him morning, noon and night If I would of known then The things that I know now I might not have lost the time I complain about  Dont waste your time Fighting blind minded Thoughts of despair  Hold on to your love Hold on to your love Hold on to your love Hold on to your love  The art of playing games now Is not the hearts you break Its bound to good love you make When its hearts on fire Give him love everyday, remember he needs space Be patient and hell give his heart to you  Dont waste your time Fighting blind minded Thoughts of despair  Hold on to your love Hold on to your love Hold on to your love Hold on to your love  Trust and honesty too Must be the golden rule Youll feel the strength of passion in your soul Burn so deeply within Ooh, the magic that you share So sacrifice and show how much you care  Dont waste your time Fighting blind minded Thoughts of despair  Hold on to your love Hold on to your love Hold on to your love  Hold on Hold on Hold on ...",1990
GO WEST - KING OF WISHFUL THINKING LYRICS,"I dont need to fall at your feet Just cause you cut me to the bone And I wont miss the way that you kiss me We were never carved in stone If I dont listen to the talk of the town Then maybe I can fool myself  Ill get over you, I know I will Ill pretend my ships not sinking And Ill tell myself Im over you Cause Im the king of wishful thinking   (King of wishful thinking) I am the king of wishful thinking  I refuse to give into my blues Thats not how its gonna be And I deny the tears in my eyes I dont wanna let you see, no That you have made a hole in my heart And now Ive got to fool myself  Ill get over you, I know I will Ill pretend my ships not sinking And Ill tell myself Im over you Cause Im the king of wishful thinking  Ill get over you, I know I will Ill pretend my ships not sinking And Ill tell myself Im over you Cause Im the king of wishful thinking   (King of wishful thinking)  I will never, never shed a tear for you Ill get over you, I know I will  If I dont listen to the talk of the town Then maybe I can fool myself  Ill get over you, I know I will Ill pretend my ships not sinking And Ill tell myself, Im over you Cause Im the king of wishful thinking   (King of wishful thinking) Im the king of wishful thinking  Ill get over you, I know I will You made a hole in my heart But I wont shed a tear for you Ill be the king of wishful thinking  Ill get over you, I know I will Ill pretend my hearts still beating Cause Ive got no more tears for you Im the king of wishful thinking  Ill get over you, I know I will You made a hole in my heart And Ill tell myself Im over you Cause Im the king of wishful thinking",1990
AALIYAH - AT YOUR BEST (YOU ARE LOVE) LYRICS,"When I feel what I feel Sometimes its hard to tell you so You may not be in the mood to learn what you think you know There are times when I find You want to keep yourself from me When I dont have the strengthIm just a mirror of what I see  But at your best you are love Youre a positive motivating force within my life Should you ever feel the need to wonder why Let me know, let me know  When you feel what you feel Oh, how hard for me to understand So many things have taken before this love affair began But if you feel, oh, like I feel Confusion can give way to doubt For there are times when I fall short of what I say What I say Im all about, all about  But at your best you are love Youre a positive motivating force within my life Should you ever feel the need to wonder why Let me know, let me know  Tell me what it is (Tell me what it is) Make believe, no need to make believe Look beyond your own (Look beyond your own) Try and find another place for me Cause  But at your best you are love Youre a positive motivating force within my life Should you ever feel the need to wonder why Let me know, let me know",1994
FAITH EVANS - LOVE LIKE THIS LYRICS,"I never knew there was a Love like this before Never had someone to show me a love Love like this before  Now that we have, come to be A brand new light, I can see Never thought youd be A special, part of me, no baby  The reasons are because of you I can go on and make it through I cant even take my mind off lovin you And I wanna say  I never knew there was a Love like this before Never had someone to show me a love Love like this before  I know, you cant see All the things you mean to me Im so amazed that you are mine Yeah yeah, yeah yeah  If we can work together Maybe this can last forever This is somethin that I wanna hold on to So baby, try to understand  Baby, try to understand Ill be crazy if you leave Cause you compliment My style  And I like the way you walk And the sexy things you talk You dont know just what you do to me You see  I never knew there was a Love like this before Never had someone to show me a love Love like this before  I never knew there was a Love like this before Never had someone to show me a love Love like this before  Baby, try to understand Ill be crazy if you leave Cause you compliment My style  And I like the way you walk And the sexy things you talk You know just what you do to me You see  Never knew a Never knew a Never knew a Love like this before  Never knew a Never knew a Never knew a Love like this before  I never knew there was a Love like this before Never had someone to show me a love Love like this before  I never knew there was a Love like this before Never had someone to show me a love Love like this before  I never knew there was a Love like this before Never had someone to show me a love",1999
MICHAEL BOLTON - GO THE DISTANCE LYRICS,"I have often dreamed, of a far off place Where a heros welcome, would be waiting for me Where the crowds will cheer, when they see my face And a voice keeps saying, this is where Im meant to be.  Ill be there someday, I can go the distance I will find my way, if I can be strong I know every mile, will be worth my while When I go the distance Ill be right where I belong.  Down an unknown road, to embrace my fate Though the road may wander, it will lead me to you And a thousand years, would be worth the wait It may take a lifetime, but somehow Ill see it through.  And I wont look back, I can go the distance And Ill stay on track, no I wont accept defeat Its an uphill slope, but I wont lose hope Till I go the distance, and my journey is complete  But to look beyond the glory is the hardest part For a heros strength is measured by his heart  Like a shooting star, I will go the distance I will search the world, I will face its harms I dont care how far, I can go the distance Till I find my heros welcome, waiting in your arms I will search the world, I will face its harms Till I find my heros welcome, waiting in your arms",1997
SWV - WEAK LYRICS,"I dont know what it is that youve done to me But its caused me to act in such a crazy way Whatever it is that you do when you do what youre doing Its a feeling that I dont understand  Cause my heart starts beating triple time With thoughts of loving you on my mind I cant figure out just what to do When the cause and cure is you  I get so weak in the knees, I can hardly speak I lose all control and something takes over me In a daze and its so amazing Its not a phase, I want you to stay with me  By my side, I swallow my pride Your love is so sweet It knocks me right off of my feet Cant explain why your loving makes me weak  Time after time, after time I try to fight it But your love is strong, it keeps on holding on Resistance is down When youre around, cries fading In my condition, I dont want to be alone  Cause my heart starts beating triple time With thoughts of loving you on my mind I cant figure out just what to do When the cause and cure is you  I get so weak in the knees, I can hardly speak I lose all control and something takes over me In a daze and its so amazing Its not a phase, I want you to stay with me  By my side, I swallow my pride Your love is so sweet It knocks me right off of my feet Cant explain why your loving makes me weak  I try hard to fight it No way can I deny it Youre loves so sweet, knocks me off my feet  I get so weak in the knees, I can hardly speak I lose all control and something takes over me In a daze and its so amazing Its not a phase, I want you to stay with me  By my side, I swallow my pride Your love is so sweet It knocks me right off of my feet Cant explain why your loving makes me weak  (I get so weak) Blood starts racing through my veins (I get so weak) Boy, its something I cant explain (I get so weak) Something bout the way you do The things you do-ooo-ooo, it (Knocks me right off of my feet) Ohh, off my feet Cant explain why your lovin makes me weak  I get so weak in the knees, I can hardly speak I lose all control and something takes over me In a daze and its so amazing Its not a phase, I want you to stay with me  By my side, I swallow my pride Your love is so sweet It knocks me right off of my feet Cant explain why your loving makes me weak",1993
CELINE DION - IF YOU ASKED ME TO LYRICS,"Used to be that I believed in something  Used to be that I believed in love  Its been a long time since Ive had that feeling  I could love someone  I could trust someone  I said Id never let nobody near my heart again darlin  I said Id never let nobody in   But if you asked me to  I just might change my mind  And let you in my life forever  If you asked me to  I just might give my heart  And stay here in your arms forever  If you asked me to  If you asked me to   Somehow ever since Ive been around you  Cant go back to being on my own  Cant help feeling darling since Ive found you  That Ive found my home  That Im finally home  I said Id never let nobody get too close to me darling  I said I needed, needed to be free   But if you asked me to  I just might change my mind  And let you in my life forever  If you asked me to  I just might give my heart  And stay here in your arms forever  If you asked me to  If you asked me to   Asked me to, I will give my world to you baby  I need you now  Ask me to and Ill do anything for you baby, for you baby   If you asked me to  Id let you in my life forever  If you asked me to",1992
JO DEE MESSINA - LESSON IN LEAVIN' LYRICS,"Somebodys gonna give you a lesson in leavin Somebodys gonna give you back what youve been givin And I hope that Im around To watch em knock you down  Its like you to love em and leave em Just like you loved me and left me Its like you to do that sort of thing, over and over again Youre a fool-hearted man  I hear youve been askin about me From some of my friends Well, youd better believe Im not goin through that again  Youre the kind of man A woman thinks she can change Oh, but the only thing changin is my way of thinkin And Im thinkin that maybe someday  Somebodys gonna give you a lesson in losin Somebodys gonna do to you what youve been doin And I hope that Im around To watch em knock you down  Somebodys gonna give you a lesson in hurtin Somebodys gonna leave you with your fire burnin And no way to put it out, baby, there aint no doubt Youre a fool-hearted man  Yeah, youre the kind of man A woman thinks she can change But the only thing changin is my way of thinkin And Im thinkin that maybe someday  Somebodys gonna give you a lesson in leavin Somebodys gonna give you back what youve been givin And I hope that Im around To watch em knock you down  Its like you to love em and leave em Just like you loved me and left me Its like you to do that sort of thing, over and over again Youre a fool-hearted man  Somebodys gonna give you a lesson in leavin Somebodys gonna give you back what youve been givin And I hope that Im around To watch em knock you down  Ohh, its like you to love em and leave em Just like you loved me and left me Its like you to do that sort of thing, over and over again Youre a fool-hearted man  Oh, a fool-hearted man Oh, whoa Oh, a fool-hearted man Oh, whoa Oh, a fool-hearted man",1999
LSG - MY BODY LYRICS,"Body  My body, your body (All over your body, baby) My body, your body My body, your body (All over my body, girl)  My body, your body All over my body girl My body, your body (All over your body, baby) My body, your body  My body, your body (All over my body) My body, your body My body, your body All over my body, girl  In the middle of the night When my bodys feenin for you, baby Gotta call you up and let you know Its what Im feelin, baby  Nine one one zero zero twenty-four Baby, its an emergency Im callin cuz gotta have some more How would you like if I lay you down   (If I lay you down) Would you like it if I was to sex you down  I cant think about nothing else You sentulate me with your love It aint no secret, girl Your body fits me like a glove  My body all over your body, babe   (Baby, its your body, babe) Your body all over my body, babe   (Yours over mine) My body all over your body Its your body, baby (Its yours all over, over your body, babe)  My body all over your body, babe   (Its your body, yeah) Your body all over my body, babe   (I cling to your body, baby) My body all over your body   (Baby, its your body, babe) Oh, its your body babe All over my body, girl  Wanna fill you up till your river flows all over me Wanna feel your precious treasure Wrapped around me, oh, so tightly In, out, I wanna hear you shout  Wont you come on, baby, let me break you off I guarantee Ill turn you out How would you like if I lay you down Would you like it if I was to sex you down  Baby, girl stop fighting you know You want me just like I want you Never had a lover that would do The things that Johnny can do  My body all over your body, babe   (Its your, yeah) Your body all over my body, babe   (Said, its your body) My body all over your body Its your body, babe   (Its yours body, babe) All over my body, babe   (My body)  My body all over your body, babe   (Said, it feels so good) Your body all over my body, babe   (Said, it feels so nice, so nice) My body all over your body   (Its your body, babe) Oh, its your body, baby If I beg, please, play on  My, my, my body, yeah Keep on playin on  Its your body, body, body, body, body Your sexy body, all over my body, babe Its your body, body, body, body, body Your fine body, all over my body   (Baby, its your body)  My body all over your body, babe   (My body all over your body) Your body all over my body, baby   (Could you feel me, baby) My body all over your body   (Oh) Its your body, babe   (Yeah) All over your body   (Give me your body, baby)  My body all over your body   (All over your body) Your body all over my body)   (Its all I need, all I want) (Cant you feel me) My body all over your body   (Oh, baby, its your body, baby) Oh, its your body, babe Feel me, your body  Its your body, baby",1998
ELTON JOHN - CANDLE IN THE WIND 1997 LYRICS,Goodbye Englands rose May you ever grow in our hearts You were the grace that placed itself Where lives were torn apart  You called out to our country And you whispered to those in pain Now you belong to heaven And the stars spell out your name  And it seems to me you lived your life Like a candle in the wind Never fading with the sunset When the rain set in  And your footsteps will always fall here Along Englands greenest hills Your candles burned out long before Your legend ever will  Loveliness weve lost These empty days without your smile This torch well always carry For our nations golden child  And even though we try The truth brings us to tears All our words cannot express The joy you brought us through the years  And it seems to me you lived your life Like a candle in the wind Never fading with the sunset When the rain set in  And your footsteps will always fall here Along Englands greenest hills Your candles burned our long before Your legend ever will  Goodbye Englands rose May you ever grow in our hearts You were the grace that placed itself Where lives were torn apart  Goodbye Englands rose From a country lost without your soul Wholl miss the wings of your compassion More than youll ever know  And it seems to me you lived your life Like a candle in the wind Never fading with the sunset When the rain set in  And you footsteps will always fall here Along Englands greenest hills Your candles burned out long before Your legend ever will,1998
