songinfo,lyrics,year
HEART - ALL I WANNA DO IS MAKE LOVE TO YOU LYRICS,"It was a rainy night when he came into sight Standing by the road, no umbrella, no coat So I pulled up alongside and I offered him a ride He accepted with a smile, so we drove for a while  I didnt ask him his name, this lonely boy in the rain Fate, tell me its right, is this love at first sight? Please dont make it wrong just stay for the night  All I wanna do is make love to you Say you will, you want me too All I wanna do is make love to you Ive got lovin arms to hold on to  So we found this hotel, It was a place I knew well We made magic that night, oh he did everything right He brought the woman out of me so many times, easily And in the morning when he woke all I left him was a note  I told him, I am the flower you are the seed We walked in the garden, we planted a tree Dont try to find me, please dont you dare Just live in my memory, youll always be there  All I wanna do is make love to you One night of love was all we knew All I wanna do is make love to you Ive got lovin arms to hold on to  We made love, love like strangers All night long we made love  Then it happened one day we came round the same way You can imagine his surprise when he saw his own eyes I said, Please, please understand, Im in love with another man And what he couldnt give me was the one little thing that you can  All I wanna do is make love to you One night of love was all we knew All I wanna do is make love to you Come on say you will, you want me too  All I wanna do is make love to you One night of love was all we knew All I wanna do is make love to you Say you will baby, you want me too All night long, all night long All night long, all night long  All I wanna do, all I wanna do All I wanna do, all I wanna do All I wanna do is make love to you One night of love was all we knew, yeah",1990
NAUGHTY BY NATURE - JAMBOREE LYRICS,"I wanna see yall, who wanna plan with me Wave your hands across the land if we family Say hot-damn, hot-damn, we wanna jamboree This for my peeps here, I stand for you cause you stand for me  Cmon I know I jam, I know I jam jam, while oh damn I know I jam, I know I jam jam boree I know I jam, I know I jam jam Well oh damn, why dont you jamboree for me? Yes, indeed  Kaboom kaboom, the platoon came on in eight limbs and timbs Broke rims, smoked sims, whoop dogs with bent rims For the real and the raw, from whod up with the law I never kill for the thrill, but I cut for the cars Smokin buddha with a hoota, get better prices from looters Shake my shell with the shooters, leed a luga with duga Some say modelin and acting mean treach is selling  While Im yelling, first a felon with my gat at ya melon Hella heated, too ill for them to beat it Most cheated, most weeded, most needed, you best believe it Lets take the tapes jam for me, stand for me Youre damned to be without the Jamboree  Cmon I know I jam, I know I jam jam, while oh damn I know I jam, I know I jam jam boree I know I jam, I know I jam jam Well oh damn, why dont you jamboree for me? Yes, indeed  Weve put it down since the days of high school And everywhere we mark we rule Naughtys about to raise our stock And we didnt come to brag about what we got nigga We came to rock We blew the spot taking the streets to pac Youd be thug-style for a while Then cold rolled our jock  Using them last few years as our evidence Niggas been tryin to duplicate the mixture ever since You live in value reprimanded, if you challenge me I guarantee When we finish, Ill be the last man standing Fuck what you heard, Naughty is forever in demand When Kay drop tracks, all the party people jammin  I wanna see yall, who wanna plan with me Wave your hands across the land if we family Say hot-damn hot-damn, we wanna jamboree This for my peeps here, I stand for you cause you stand for me  Cmon I know I jam, I know I jam jam, while oh damn I know I jam, I know I jam jam boree I know I jam, I know I jam jam Well oh damn, why dont you jamboree for me? Yes, indeed  I ask the thugs who have mercy in these days is dirty Im still sturdy and flirty till my derby for jersey The funk is pass booted, lights, camera, shoot it I just did it to do it, thats why I suit it and boot it Heres the graphic, niggas is just a tattered and added Orgys are automatic from back-traffic to addicts Crush the cabbage straight from the savage to lavish We rip those who rat it, thats why your click had it Dog, cats to coochies, for me its lootchies, then hootchies  Cause well drop a cuzzie that leaves your whole label woozy And shitty and dizzy because your whole city miss me They whip out their titties and from they kiddies throw me 50s in bundles of 100s, and make every hater want it Drunk and blunt it knock onto the hottest nigga comin Kay scratch and cut ya, no matta what you make em Wanna come and touch her, the punani rusher like Usher  Cmon I know I jam, I know I jam jam, while oh damn I know I jam, I know I jam jam boree I know I jam, I know I jam jam Well oh damn, why dont you jamboree for me? Yes, indeed   Cmon I know I jam, I know I jam jam, while oh damn I know I jam, I know I jam jam boree I know I jam, I know I jam jam Well oh damn, why dont you jamboree for me? Yes, indeed",1999
MADONNA - RAY OF LIGHT LYRICS,Zephyr in the sky at night I wonder Do my tears of mourning sink beneath the sun? Shes got herself a universe gone quickly For the call of thunder threatens everyone  And I feel like I just got home And I feel And I feel like I just got home And I feel  Faster than the speeding light shes flying Trying to remember where it all began Shes got herself a little piece of heaven Waiting for the time when Earth shall be as one  And I feel like I just got home And I feel And I feel like I just got home And I feel  Quicker than a ray of light Quicker than a ray of light Quicker than a ray of light  Zephyr in the sky at night I wonder Do my tears of mourning sink beneath the sun? Shes got herself a universe gone quickly For the call of thunder threatens everyone And I feel  Quicker than a ray of light Then gone for Someone else will be there Through the endless years  Shes got herself a universe Shes got herself a universe Shes got herself a universe  And I feel And I feel And I feel like I just got home And I feel  Quicker than a ray of light shes flying Quicker than a ray of light Im flying,1998
BONNIE RAITT - LOVE SNEAKING UP ON YOU LYRICS,"Bonnie Raitt Longing In Their Hearts Love Sneaking Up On You Rainy night, im all alone  Sittin here waitin for your  Voice on the phone  Fever turns to cold, cold sweat  Thinkin about the things we aint done yet   Tell me now, ive got to know,  Do you feel the same  Do you just light up at the mention of my name?   Dont worry baby, it aint nothin new  Thats just love sneakin up on you  If your whole worlds shakin and you feel like i do  Thats just love sneakin up on you   Nowhere on earth for your heart to hide  Once love comes sneakin upon your blindside  And you might as well try to stop the rain  Or stand in the tracks of a runaway train  You just cant fight it when a things meant to be  So come on lets finish what you started with me   Dont worry baby, it aint nothin new  Thats just love sneakin up on you  If your whole worlds shakin and you feel like i do  Thats just love sneakin up on you",1994
WARREN G - THIS D.J. LYRICS,"Intro/chorus: warren g  Its kind of easy when youre listening to the g-dub sound Pioneer speakers bumpin as I smoke on a pound I got the sound fo yo ass and its easy to see *singing* that this d.j. be warren g  Verse one: warren g  Can I get in where I fit in? sit in, listen (uh-huh) Let me conversate better yet regulate Shake the spot with my knot, may fade Cause I dont like to dream about gettin paid I played ball through the halls, of c-i-s With snoop doggs big brother, call him dirty left Rack em up crack em up stack em up against the gate The homies tryin ta catch me but they caint, wait Damn, the street lights just came on! And my mommas in the streets tellin me to come home I hit the gate and I hops on my schwinn And I tell the homies, aight then, yeah  Chorus 2x  Verse two: warren g  Verse two, (uh-huh), now what the fuck I do? Catch the bus to cal state, or chill with the voltron crew And make a few ends on the side Here comes a baby blue van, time to ride So I hops in the van with my nigga tick And baby poppa back then, that was my click We groovin to santa anna And we plan-on, makin hellafied mount of money (hell yeah) And what I did for extra fees Was break niggaz after work playin get like me I was fourteen years old, havin a sack Just a young motherfucker eatin valupaks Shootin dice in the corners of the public schools And I used to gangbang, but now its a g thang And I still know how to make those ends You dont believe me, go ask the twinz motherfucker  Chorus 2x  Outro: o.g.l.b.  Yeah, check dis out, this is Im o.g.l.b. Knowhatimsayin? Im on my little o.g. warren g And he just droppin this to let you bgs know Whats happen, yall got to recognize Cause this is yknow a long beach thang 21st street, but check this out G gonna go out there, yaknowhatimsayin? And handle that shit ynow? yeah  Chorus 2x  (hey greg, I hope you was tapin that shit!)",1994
AARON HALL - I MISS YOU LYRICS,"I miss you Im talking to you baby I miss you  I miss you Im talking to you baby I miss you We used to talk And laugh all night girl What happened to those days? Did they all just fade away  Holding you in my arms  Made me feel so happy Then you said you had to go Whats wrong, baby, I need to know But now its a dream (Now its a dream) That I wish you could come Back and make come true (Come back to make come true)  But youre long gone away (Come on back baby)  But now Im missing you (I miss you, yes I do from the bottom of my heart) I miss you (oh yes I do) Im talking to you, baby  (hear me when I say) I miss you (I miss you yes I do, yes I do) I miss you (oh)  Im talking to you, baby (Im talking to you) I miss you (only to you, baby) I thought youd be with me forever  But I guess someone took my place Took the place of me loving you and making love to you all through the night I wish you were still here  So I can see your pretty face again Please come back and rescue me From all this pain and misery But now its a dream  (now is a dream) And I wish you Could come back to make us true (come back to make us true) But youre long gone away  (but youre long gone away, baby) But now Im missing you (I miss you, oh, yes I do, baby) (Missing you) missing you (The way you used to hold me) Missing you (Heyy, hey) Please understand how much I really miss you  Ill do anything in this world to have you back again Missing you (I miss you) Missing you (Hey, hey, hey I do)  I miss you through winter, spring The summer the fall When we were together (Oh, yea) I miss you, I miss you. From the bottom of my heart To the depths of my soul, baby I miss you, oh Give me the love back baby The way you used to hold me The way you used to kiss me I, I, I miss you I miss you Yes, I do yes I do - I miss you  yes I do, yes I do. (Hey, hey) I miss you, I really, really do I really, really do. (Can I teel you, can I tell you how much I miss you baby) I miss you, yes I do, yes I do I miss you so bad  (I miss you) Everytime I lay at night, all I do is cry I do love you baby. I miss you (yes I do, yes I do) I miss you (yea) yes I do, yes I do Im talking to you baby (call me call me baby, call me baby, come give your loving back to me) (I miss you) yes, I do, yes I do I miss you (yes, I do, yes I do) Im talking to you baby (show me those pretty eyes) I miss you (please, baby dont you cry) I miss you (hold me all night long) I miss you (squeeze me make me warm) I miss you (oh, I miss you, your soft, sweet, soft, sweet, sexy body) I miss you I miss you.",1994
RICHARD MARX - KEEP COMING BACK LYRICS,"Hey, uhh   Know just how to hurt me  How to take all my pain away  Girl, you must be the Devil in disguise  There were times, I think you knew  When I was so afraid of you  Theres some kind of madness in your eyes  You know a place buried deep in my heart  Nobody else can see  Something in you  Has taken some kind of hold on me   I dont know why I keep coming back to you, Babe  I dont know why I keep coming back to you  To you Baby   Woh, huh  You say we shouldnt be lovers  And I say we cant just be friends  All this talking just makes me want you more  Youve got a way of confusin a heart  Nobody else could do  Why should I try, I dont want to get over you   No, ha, I dont know why I keep coming back to you, Babe  (Dont know why)  Just still be waiting, I keep coming back to you, my Baby  (I dont know why)  I dont know why I keep coming back to you    (I, I)  (Keep on coming, keep on coming)    (Keep on, keep on, keep on coming)  Just tell me why I keep coming back to you    (I, I)   Im so in love  So in love with the games that you play  So in love  Nothing can keep me away  Youve got a way of confusing a heart  That nobody else could do  Why should I try, I dont want to get over you   Ohh, I dont know why I keep coming back to you, Babe  Oh just tell me why I keep coming back to you, Baby  (I keep coming)    (Coming to you)  I dont know why I keep coming back to you    (Keep on coming, keep on coming)    (Keep on coming, keep on coming)  Just tell me why I keep coming back to you, Baby  (Oooh)  To you Baby  Oh oh woh  (Coming right over to you)  Yeah",1992
NATALIE MERCHANT - JEALOUSY LYRICS,"Ooh, jealousy Ooh, jealousy  Is she fine So well bred The perfect girl A social deb?  Is she the sort Youve always thought Could make you What youre not?  Ooh, jealousy Ooh, jealousy  Is she bright So well read Are there novels By her bed?  Is she the sort That youve always said Could satisfy Your head?  Ooh, jealousy Ooh, jealousy Ooh, my jealousy  Does she talk the way I do? Is her voice reminding you Of the promises The little white lies too?  Sometimes, tell me While shes touching you Just by mistake Accidentally, do you say my name?",1996
RICKY MARTIN - SHE'S ALL I EVER HAD LYRICS,"Here I am Broken wings Quiet thoughts Unspoken dreams Here I am Alone again And I need her now To hold my hand  Shes all, shes all I ever had Shes the air I breathe Shes all, shes all I ever had  Its the way she makes me feel Its the only thing thats real Its the way she understands Shes my lover, shes my friend And when I look into her eyes Its the way I feel inside Like the man I want to be Shes all I ever need  So much time So much pain (but) Theres one thing That still remains (Its the) The way she cared The love we shared And through it all Shes always been there  Shes all, shes all I ever had In a world so cold, so empty Shes all, shes all I ever had  Its the way she makes me feel... Shes all, shes all I ever had Shes the air I breathe Shes all, shes all I ever had  Its the way she makes me feel Its the only thing thats real Its the way she understands Shes my lover, shes my friend And when I look into her eyes Its the way I feel inside Like the man I want to be Shes all I ever need  So much time So much pain (but) Theres one thing That still remains (Its the) The way she cared The love we shared And through it all Shes always been there  Shes all, shes all I ever had In a world so cold, so empty Shes all, shes all I ever had  Its the way she makes me feel... Its the way she makes me feel Its the only thing thats real Its the way she understands Shes my lover, shes my friend And when I look into her eyes Its the way I feel inside Like the man I want to be Shes all I ever need  So much time So much pain (but) Theres one thing That still remains (Its the) The way she cared The love we shared And through it all Shes always been there  Shes all, shes all I ever had In a world so cold, so empty Shes all, shes all I ever had  Its the way she makes me feel... So much time So much pain (but) Theres one thing That still remains (Its the) The way she cared The love we shared And through it all Shes always been there  Shes all, shes all I ever had In a world so cold, so empty Shes all, shes all I ever had  Its the way she makes me feel... Shes all, shes all I ever had In a world so cold, so empty Shes all, shes all I ever had  Its the way she makes me feel... Its the way she makes me feel...",1999
ETERNAL - STAY LYRICS,"Stay, stay, stay, stay  Stay, baby, stay, come on, darling now Stay, you know I want you back Stay with me tonight come on, wont you stay? Stay, oh, stay, stay with me  It seems I have the strangest dream Im dreaming that you are gonna leave me I wake up and I find its true What will I do without you?  I dont know, I dont know Just what it takes to get to you I dont know, I dont know Baby, Ill be true if only you  Stay, baby, though I made you cry Stay, baby, dont you say goodbye Stay, baby, look me in my eye Stay with me tonight  Come on, baby  Baby, though I made you cry Stay, baby, dont you say goodbye Stay, wont you stay?  They say that love will come and go But your loves indispensable to me I really wanna be with you What are we gonna do, boy?  I dont know, I dont know Just what it takes to get to you I dont know, I dont know Baby, Ill be true if only you  Stay, baby, though I make you cry Stay, baby, dont you say goodbye Stay, baby, look me in my eye Stay with me tonight  Even though I told you lies Stay, baby give me one more try Stay, stay with me  Come on, baby Wont you? Wont you? Why dont you stay? Why dont you stay?  Come on, come on, come on and stay Come on, come on, come on and stay Stay with me tonight  Oh, oh, oh, I want you to stay Stay, baby, though I made you cry Stay, baby, dont you say goodbye Stay with me tonight, come on, baby  Make you cry, you dont have to say goodbye Stay [Unverified]",1994
BABYFACE - EVERY TIME I CLOSE MY EYES LYRICS,"Girl, its been a long, long time comin  But I, I know that its been worth the wait, yeah  It feels like springtime in winter it feels like Christmas in June  It feels like heaven has opened up its gates for me and you   And every time I close my eyes I thank the Lord that Ive got you, yeah  And youve got me too and every time I think of it  I pinch myself cause I dont believe its true, yeah  That someone like you loves me too, yeah   Girl, I think that youre truly somethin, yes youre  And youre, youre every bit of a dream come true, yes youre  With you baby, it never rains and its no wonder  The sun always shines when Im near you  Its just a blessing that I have found somebody like you   And every time I close my eyes I thank the Lord that Ive got you, yeah  And youve got me too and every time I think of it  I pinch myself cause I dont believe its true, yeah  That someone like you loves me too, yeah   To think of all the nights Ive cried myself to sleep, yeah  You really oughtta know how much you mean to me  Its only right that you be in my life right here with me  Oh baby, baby yeah   And every time I close my eyes I thank the Lord that Ive got you, yeah  And youve got me too and every time I think of it  I pinch myself cause I dont believe its true, yeah  That someone like you loves me too, yeah  Yeah loves me too",1997
SPICE GIRLS - TOO MUCH LYRICS,"Love is blind, as far as the eye can see Deep and meaningless, words to me Easy lover, I need a friend Road to nowhere, twist and turns but will this never end  Well my dear youll know that he pleases me (Pleases me) But short time solution aint no resolution That aint no release for me  Too much of something is bad enough But somethings coming over me to make me wonder Too much of nothing is just as tough I need to know the way to feel to keep me satisfied  Unwrap myself from around my finger Hold me too tight or left to linger Something fine built to last Slipped up there I guess were running out of time too fast  Yes my dear you know he shows me (Moves me) Theres no complication theres no explanation Its just a groove in me  Too much of something is bad enough (Bad enough) But somethings coming over me to make me wonder Too much of nothing is just as tough (Just as tough) I need to know the way to feel to keep me satisfied  What part of no dont you understand (Understand, understand) I want a man not a boy who thinks he can Boy who thinks he can  Too much of something is bad enough But somethings coming over me to make me wonder Too much of nothing is just as tough I need to know the way to feel to keep me satisfied  Too much of something is bad enough (Bad enough) But somethings coming over me to make me wonder Too much of nothing is just as tough (Just as tough) I need to know the way to feel to keep me satisfied  Too much of nothing so why dont we give it a try Too much of something were gonna be living a lie Too much of nothing so why dont we give it a try Too much of something were gonna be living a lie  Too much of nothing so why dont we give it a try Too much of something were gonna be living a lie Too much of nothing so why dont we give it a try Too much of something were gonna be living a lie",1998
FASTBALL - OUT OF MY HEAD LYRICS,Sometimes I feel like I am drunk behind the wheel The wheel of possibility however it may roll Give it a spin see if you can somehow factor in You know theres always more than one way To say exactly what you mean to say  Was I out of my head? Was I out of my mind? How could I have ever been so blind? I was waiting for an indication it was hard to find  Dont matter what I say only what I do I never mean to do bad things to you So quiet but I finally woke up If youre sad then its time you spoke up too  Was I out of my head? Was I out of my mind? How could I have ever been so blind? I was waiting for an indication it was hard to find  Dont matter what I say only what I do I never mean to do bad things to you So quiet but I finally woke up If youre sad then its time you spoke up too  Was I out of my head? Was I out of my mind? How could I have ever been so blind? I was waiting for an invitation it was hard to find  Dont matter what I say only what I do I never mean to do bad things to you So quiet but I finally woke up If youre sad then its time you spoke up too,1999
CHESNEY HAWKES - THE ONE AND ONLY LYRICS,"I am the one and only, oh yeah  Call me, call me by my name Or call me by number You put me through it Ill still be doing it the way I do it  And yet you try to make me forget Who I really am Dont tell me I know best Im not the same as all the rest  I am the one and only Nobody Id rather be I am the one and only You cant take that away from me  Ive been a player in the crowd scene A flicker on the big screen My soul embraces One more in a million faces  High hopes and aspirations ideas Above my station maybe But all this time Ive tried To walk with dignity and pride  I am the one and only Nobody Id rather be I am the one and only You cant take that away from me  I cant wear this uniform Without some compromises Because youll find out that we come In different shapes and sizes  No one can be myself like I can For this job, Im the best man And while this may be true You are the one and only you  I am the one and only Nobody Id rather be I am the one and only You cant take that away from me  I am the one and only I am the one and only Nobody Id rather be I am the one and only The one and only You cant take that away from me",1991
TIM MCGRAW - PLEASE REMEMBER ME LYRICS,"When all our tears have reached the sea Part of you will live in me Way down deep inside my heart  The days keep coming without fail A new wind is gonna find your sail Thats where your journey starts  Youll find better love strong as it ever was Deep as the river runs, warm as the morning sun Please remember me  Just like the waves down by the shore Were gonna keep on coming back for more Cause we dont ever wanna stop  Out in this brave new world you seek Over the valleys and the peaks And I can see you on the top  Youll find better love strong as it ever was Deep as the river runs, warm as the morning sun Please remember me  Remember me when youre out walkin When the snow falls high outside your door Late at night when youre not sleepin And moonlight falls across your floor When I cant hurt you anymore  Youll find better love strong as it ever was Deep as the river runs, warm as the morning sun Please remember me  Please remember me",1999
BABYFACE - WHIP APPEAL LYRICS,"Somebody told me  Thered be trouble at home  Cause we never talk a lot  When we spend time alone   And so how are we supposed to know?  Know when something is wrong  Well, weve got a right to communicate  It keeps a happy home   And no one does it like me  And no one but you, baby  Has that kind of whip appeal on me, yea   Keep on whippin darlin, yea  Work it on me, yea  Whip all your sweet, sweet love on me   Keep on whippin on me, yea  Work it on me, yea  Whip all your sweet, sweet love on me   Oh, and no one does it like me  And no one but you, baby  Has that kind of whip appeal on me, oh   Whatever you want  Its alright with me  Cause youve got that whip appeal  So work it on me   Its better than love  Sweet as can be  Youve got that whip appeal  So whip it on me   Whatever you want  Its alright with me  Cause youve got that whip appeal  So work it on me   Its better than love  Sweet as can be  Youve got that whip appeal  So whip it on me   Whatever you want  Its alright with me  Cause youve got that whip appeal  So work it on me   Its better than love  Sweet as can be  Youve got that whip appeal  So whip it on me   Whatever you want  Its alright with me  Cause youve got that whip appeal  So work it on me   Its better than love  Sweet as can be  Youve got that whip appeal  So whip it on me   Keep on whippin on me, baby  Work it on me, yea  Whip all your sweet, sweet love on me, yea   Keep on whippin on me, yea  Work it on me, yea  Whip all your sweet, sweet love on me",1990
JODECI - COME AND TALK TO ME LYRICS,"Jodeci Forever My Lady Come and Talk To Me Been watching you baby  for a long time  you look so good  got my eyes on you  Ive been watching you  for so very long  trying to get my nerve built up to be so strong  I really want to meet you  but Im kind of scared  cause youre the kind of lady  with so much class  get my thoughts together  for the very next day  but when I see you lady  I forget what to say  your eyes and hair  such a beautiful tone  the way you dress and walk  it really turns me on  ooh you really turn me on  come on come on come on   chorus:   come and talk to me  I really want to meet you  can I talk to you  I really want to know you  come and talk to me  I really want to meet you  can I talk to you  I really want to know you  oh, oh oh oh oh   there you are again  with the same smile each day  I wanna know what it is that makes me feel this way  I wish I could grab you  tell you what it means to me  to see you walking by my way  it really makes my day  before I go to sleep and dream about you  Im a single man  I hope that you are single too  why do I seek  something to set my mind free  cause curiousity is buggin the hell outta me  talk to me, talk to me, talk to me, baby   come and talk to me  I really want to meet you  can I talk to you  I really want to know you  come and talk to me  I really want to meet you  can I talk to you  I really want to know you   I wanna know, you wanna tell me your name  let me play your game  I wanna know, you wanna tell me your name  let me play your game  (repeat chorus until fade)",1992
LIL KIM - NO TIME LYRICS,"I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  Yeah, I Momma, Miss Ivana Usually rock the Prada, sometimes Gabbana Stick you for your cream and your riches Zsa Zsa Gabor, Demi Moore, Prince Diane and all them rich bitches  Puff Daddy pump the Hummer for the summer I follow in the E-Class with the goggles 96 models, Bad Click on the stroll Tell em how we roll, cruise control  Nuttin make a woman feel betta than Berrettas and Amarettas, butta leathers and mad cheddaz Chillin in a Benz with my ami-gos Tryin to stick a nigga for his pe-sos  If you say sos, then Im the same chick That you wanna get with, lick up in my twat Gotta hit the spot, if not dont test the poom poom Nanny nanny, punanny donny, hey  No time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  How you like it baby? Uhh, from the front Uhh, from the back, give that ass a smack Bet your man wont do it like that Cant work the middle, plus his thing too little  Let me grab your ta-tas, do the cha-cha Make you scream Pa-pa, you da best, Da Da Now watch mama, go up and down dick to jaw crazy Uhh! Say my name baby  Before you nut, Ima dribble down your butt cheeks Make you wiggle, then giggle just a little Im drinkin babies, then I cracks for the Mercedes Act shady, and feel my three-eighty  Or the raven, oohwee I see Your girl aint a freak like me or Adina Huh, cant fade the rhinoceros of rap Lil Kim pussy how preposterous is that?  No time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  Uhh, right back at cha, the one Cleopatra Diggin in your stash Niggaz think they gonna get some ass, no money, money No licky licky, fuck the dicky dicky  And the quickie, gimme your loot, your Mac-11 then shoot Your game aint sweet, John Paul peeps Shouldnt compete, if you cant wet it, forget it Dont sweat it, I bet itd  Make ya cum smooth if you let it Huh, you cant stop a bitch from ballin Ha-ha to la-la to drive-bys they be callin And you aint know while you be kickin that old shit, we makin hits  Platinum and gold shit I stay draped in diamonds and pearls Beside every man is a Bad Girl Thats right, nine-six Bad Boy cmon  No time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures  I got no time for fake niggaz Just sip some Cristal with these real niggaz From East to West coast spread love niggaz And while you niggaz talk shit we count bank figures",1997
TAKE THAT - BACK FOR GOOD LYRICS,"I guess now its time for me to give up I feel its time Got a picture of you beside me Got your lipstick mark still on your coffee cup, oh yeah Got a fist of pure emotion, got a head of shattered dreams Gotta leave it, gotta leave it all behind now  Whatever I said, whatever I did I didnt mean it I just want you back for good Want you back, want you back, want you back for good Whenever Im wrong, just tell me the song and Ill sing it Youll be right and understood Want you back, want you back, I want you back for good  Unaware but underlined I figured out this story Wasnt good But in the corner of my mind I celebrated glory But that was not to be In the twist of separation you excelled at being free Cant you find a little room inside for me?  Whatever I said, whatever I did I didnt mean it I just want you back for good Want you back, want you back, see I want you back for good Whenever Im wrong, just tell me the song and Ill sing it Youll be right and understood Want you back, want you back, I want you back for good  And well be together, this time is forever Well be fighting and forever we will be So complete in our love We will never be uncovered again  Whatever I said, whatever I did I didnt mean it I just want you back for good Want you back, want you back, want you back for good Whenever Im wrong, just tell me the song and Ill sing it Youll be right and understood Want you back, want you back, see I want you back for good  Whatever I said, whatever I did I didnt mean it I just want you back for good Want you back, want you back, I want you back for good Whenever Im wrong, just tell me the song and Ill sing it Youll be right and understood I want you back, I want you back, see I want you back for good  Oh yeah I guess now its time that you came back for good",1995
TEVIN CAMPBELL - ALWAYS IN MY HEART LYRICS,"Where do they get off tellin you That I am not the least bit into you Just tell me how the hell they can tell you They know whats in my heart What do they get from tellin you That I dont give a damn about you Just tell me why the hell somebody wants to Tear your heart apart  Oh why, oh why, oh why, oh why, oh why Why do them people have to tell you lies? I know, I know, I know, I know, I know I love you more than words could ever show I cant, I cant, I cant, I cant explain Why do some people have to be that way I cant take much more, I cant ignore I have to let you know whats in my heart  If I never ever say that, I love you Just remember girl Im sayin, I do You can know that from this moment You were always in my heart If I never ever say that, I love you Just remember girl Im sayin, I do love you Youll be always in my heart  Theyre not the ones wholl be there for you When you need someone to turn to They wont be anywhere, be anywhere When things start falling down, oh yeah yeah Theyre only in it to confuse you So they could turn around and use you But it cant happen, it wont happen girl As long as Im around  Oh why, oh why, oh why, oh why, oh why Why do some people have to tell you lies? I know, I know, I know, I know, I know I love you more than words could ever show I cant, I cant, I cant, I cant explain Why do some people have to be that way I cant take much more, I cant ignore I have to let you know whats in my heart  If I never ever say that, I love you Just remember girl Im sayin, I do You can know that from this moment You were always in my heart If I never ever say that, I love you Just remember girl Im sayin, I do love you Youll be always in my heart  Oh why, why, why, why, yeah Why did you have to listen to the lies? Oh girl, my sweet girl Oh theres only you inside my world Oh please, baby please, yeah I wish you could believe in me Right now, right now If only you could know  If I never ever say that, I love you Just remember girl Im sayin, I do You can know that from this moment You were always in my heart If I never ever say that, I love you Just remember girl Im sayin, I do love you Youll be always in my heart  If I never ever say that, I love you Just remember girl Im sayin, I do You can know that from this moment You were always in my heart If I never ever say that, I love you Just remember girl Im sayin, I do love you Youll be always in my heart  If I never ever say that, I love you Just remember girl Im sayin, I do You can know that from this moment You were always in my heart If I never ever say that, I love you Just remember girl Im sayin, I do love you Youll be always in my heart",1994
BOYZ II MEN - I'LL MAKE LOVE TO YOU LYRICS,"BoyZ II Men Close your eyes, make a wish And blow out the candlelight For tonight is just your night Were gonna celebrate, all through the night Pour the wine, light the fire Girl your wish is my command my submit to your demands  I will do anything, girl you need only ask Ill make love to you Like you want me to And Ill hold you tight Baby all through the night Ill make love to you When you want me to And I will not let go  Till you tell me to Girl relax, lets go slow I aint got nowhere to go Im just gon concentrate on you Girl are you ready, its gon be a long night Throw your clothes on the floor Im gonna take my clothes off too Ive made plans to be with you  Girl whatever you ask me, you know I can do Ill make love to you Like you want me to And Ill hold you tight Baby all through the night Ill make love to you When you want me to And I will not let go  Till you tell me to Baby tonight is your night And I will do you right Just make a wish on your night Anything that you ask  I will give you the love of your life, your life, your life Ill make love to you Like you want me to And Ill hold you tight Baby all through the night Ill make love to you When you want me to And I will not let go  Till you tell me to Ill make love to you Like you want me to And Ill hold you tight Baby all through the night Ill make love to you When you want me to And I will not let go Till you tell me to",1994
