songinfo,lyrics,year
SAVING ABEL - ADDICTED LYRICS,"Im so addicted to All the things you do When youre going down on me In between the sheets  All the sounds you make With every breath you take Its unlike anything When youre loving me  Ooh, girl, lets take it slow So, as for you, well, you know where to go I want to take my love And hate you till the end  Its not like you to turn away From all the bullshit I cant take Its not like me to walk away  Im so addicted to All the things you do When youre going down on me In between the sheets  All the sounds you make With every breath you take Its unlike anything When youre loving me, yeah  I know when its getting rough All the times weve spent trying to make this love Something better than just making up again  Its not like you to turn away All the bullshit I cant take Just when I think I can walk away  Im so addicted to All the things you do When youre going on me In between the sheets  All the sounds you make With every breath you take Its unlike anything  Im so addicted to The things you do When youre going down on me  All the sounds you make With every breath you take Its unlike anything When youre loving me, yeah When youre loving me  How can I make it through All the things you do? Theres just got to be More to you and me  Im so addicted to All the things you do When youre going down on me In between the sheets  All the sounds you make With every breath you take Its unlike anything Its unlike anything  Im so addicted to All the things you do When youre going down on me  All the sounds you make With every breath you take Its unlike anything  Im so addicted to you Addicted to you",2008
RED HOT CHILI PEPPERS - SNOW ((HEY OH)) LYRICS,"Come to decide that the things that I tried Were in my life just to get high on When I sit alone come get a little known But I need more than myself this time  Step from the road to the sea to the sky And I do believe it, we rely on When I lay it on come get to play it on All my life to sacrifice  Hey oh, listen what I say, oh I got your hey oh, now listen what I say, oh  When will I know that I really cant go To the well once more time to decide on When its killing me, when will I really see All that I need to look inside  Come to believe that I better not leave Before I get my chance to ride When its killing me, what do I really need All that I need to look inside  Hey oh, listen what I say, oh Come back and hey oh, look at what I say, oh  The more I see, the less I know The more I like to let it go Hey oh, whoa  Deep beneath the cover of another perfect wonder Where its so white as snow Privately divided by a world so undecided And theres nowhere to go  In between the cover of another perfect wonder And its so white as snow Running through a field where all my tracks will be concealed And theres nowhere to go  When to descend to amend for a friend All the channels that have broken down Now you bring it up, Im gonna ring it up Just to hear you sing it out  Step from the road to the sea to the sky And I do believe what we rely on When I lay it on, come get to play it on All my life to sacrifice  Hey oh, listen what I say, oh I got your hey oh, listen what I say, oh  The more I see, the less I know The more I like to let it go Hey oh, whoa  Deep beneath the cover of another perfect wonder Where its so white as snow Privately divided by a world so undecided And theres nowhere to go  In between the cover of another perfect wonder Where its so white as snow Running through the field where all my tracks will be concealed And theres nowhere to go  I said hey, hey yeah, oh yeah, tell my love now Hey, hey yeah, oh yeah, tell my love now  Deep beneath the cover of another perfect wonder Where its so white as snow Privately divided by a world so undecided And theres nowhere to go  In between the cover of another perfect wonder Where its so white as snow Running through the field where all my tracks will be concealed And theres nowhere to go  I said hey, oh yeah, oh yeah, tell my love now Hey, hey yeah, oh yeah",2007
JAY-Z - EMPIRE STATE OF MIND* LYRICS,"[feat. Alicia Keys]  Yeah  [Verse 1: Jay-Z]  Yea Im out that Brooklyn, now Im down in TriBeCa  right next to Deniro, but Ill be hood forever  Im the new Sinatra, and... since I made it here  I can make it anywhere, yea, they love me everywhere  I used to cop in Harlem, all of my Dominicanos  right there up on Broadway, pull me back to that McDonalds  Took it to my stashbox, 560 State St.  catch me in the kitchen like a Simmons with them Pastrys  Cruisin down 8th St., off white Lexus  drivin so slow, but BK is from Texas  Me, Im out that Bed-Stuy, home of that boy Biggie  now I live on Billboard and I brought my boys with me  Say whats up to Ty-Ty, still sippin mai tais  sittin courtside, Knicks & Nets give me high five  Nigga I be Spiked out, I could trip a referee  Tell by my attitude that Im most definitely from....  [Chorus: Alicia Keys]  New York, concrete jungle where dreams are made of  Theres nothin you cant do  Now youre in New York  These streets will make you feel brand new  Big lights will inspire you  Lets hear it for New York, New York,  New York  [Verse 2: Jay-Z]  Catch me at the X with OG at a Yankee game  Shit, I made the Yankee hat more famous then a Yankee can  You should know I bleed blue, but I aint a Crip though  but I got a gang of niggas walkin with my clique though  Welcome to the melting pot, corners where we sellin rock  Afrika Bambataa shit, home of the hip-hop  Yellow cab, gypsy cab, dollar cab, holla back  for foreigners it aint for, they act like they forgot how to act  8 million stories, out there in it naked  City, its a pity, half of yall wont make it  Me, I got a plug, Special Ed I Got It Made  If Jeezys payin LeBron, Im payin Dwyane Wade  Three dice cee-lo, three Card Monty  Labor Day Parade, rest in peace Bob Marley  Statue of Liberty, long live the World Trade  Long live the King yo, Im from the Empire State thats  [Chorus:]  [Verse 3: Jay-Z]  Lights is blinding, girls need blinders  so they can step out of bounds quick, the sidelines is  lined with casualties, who sip to life casually  then gradually become worse, dont bite the apple eve  Caught up in the in-crowd, now youre in style  Anna Wintour gets cold, in Vogue with your skin out  City of sin, its a pity on the wind  Good girls gone bad, the citys filled with them  Mami took a bus trip, now she got her bust out  Everybody ride her, just like a bus route  Hail Mary to the city, youre a virgin  And Jesus cant save you, life starts when the church end  Came here for school, graduated to the high life  Ball players, rap stars, addicted to the limelight  MDMA got you feelin like a champion  The city never sleeps, better slip you an Ambien  [Chorus:]  [Bridge: Alicia Keys]  One hand in the air for the big city  Street lights, big dreams, all lookin pretty  No place in the world that could compare  Put your lighters in the air  Everybody say yeah, yeah, yeah, yeah  [Chorus:]",2009
CREED - HIGHER LYRICS,"When dreaming Im guided to another world Time and time again At sunrise I fight to stay asleep Cause I dont want to leave the comfort of this place Cause theres a hunger, a longing to escape From the life I live when Im awake  So lets go there, lets make our escape Come on lets go there, lets ask, â€½Can we stay?â€  Can you take me higher? To the place where blind men see Can you take me higher? To the place with golden streets  Although I would like our world to change It helps me to appreciate those nights and those dreams But my friend, Id sacrifice all those nights If I could make the Earth and my dreams the same The only difference is To let love replace all our hate  So lets go there, lets make our escape Come on lets go there, lets ask, â€½Can we stay?â€  Can you take me higher? To the place where blind men see Can you take me higher? To the place with golden streets  So lets go there, lets go there Come on lets go there, lets ask, â€½Can we stay?â€  Up high I feel like Im Alive for the very first time Set up high Im strong enough To take these dreams and make them mine  Set up high Im strong enough To take these dreams and make them mine  Can you take me higher? To the place where blind men see Can you take me higher? To the place with golden streets  Can you take me higher? To a place where blind men see Can you take me higher? To the place with golden streets",2000
SANTANA FEAT. ALEX BAND OF THE CALLING - WHY DON'T YOU AND I? LYRICS,"Since the moment I spotted you Walkin round with little wings on my shoes My stomachs filled with the butterflies oh and its alright  Bouncin round from cloud to cloud I got the feelin like Im never gonna come down If I said, I didnt like it then you know Id lied, ooh  But every time I try to talk to you I get tongue-tied (Tongue-tied) Everything I say to you Comes out wrong and never comes out right  So Ill say why dont you and I get together? And take on the world and be together forever Heads we will and tails well try again  So I say, why dont you and I hold each other? Fly to the moon and straight on to Heaven Cause without you, theyre never gonna let me in  Whens this fever gonna break? I think, Ive handled more than any man can take Im like a love-sick puppy chasin you around, oh and its alright  Bouncin round from cloud to cloud I got the feelin like Im never gonna come down If said, I didnt like it then you know Id lied  Every time I try to talk to you I get tongue-tied (Tongue-tied) Everything I say to you Comes out wrong and never comes out right  So Ill say why dont you and I get together? And take on the world and be together forever Heads we will and tails well try again  So I say, why dont you and I hold each other? Fly to the moon and straight on to Heaven Cause without you, theyre never gonna let me in  Slowly I begin to realize this is never gonna end Right about the same time you walk by And I say, Oh here we go again, oh  Every time I try to talk to you I get tongue-tied (Tongue-tied) Everything I say to you Comes out wrong and never comes out right  So Ill say why dont you and I get together? And take on the world and be together forever Heads we will and tails well try again  So I say, why dont you and I hold each other? Fly to the moon and straight on to Heaven Cause without you, theyre never gonna let me in  So Ill say why dont you and I get together? Take on the world and be together forever Heads we will and tails well try again  So I say, why dont you and I hold each other? Fly to the moon and straight on to Heaven Cause without you, theyre never gonna let me in",2003
RIHANNA - DISTURBIA LYRICS,"(Bum bum be-dum bum bum be-dum bum) Whats wrong with me? (Bum bum be-dum bum bum be-dum bum) Why do I feel like this? (Bum bum be-dum bum bum be-dum bum) Im going crazy now...  No more gas, in the red (cant even get it started) Nothing heard, nothing said (ant even speak about it) All my life on my head (dont want to think about it) Feels like Im going insane, yeah  Its a thief in the night to come and grab you It can creep up inside you and consume you A disease of the mind it can control you Its too close for comfort (a-ao-ow)  Put on your brake lights Youre in the city of wonder aint gonna play nice Watch out, you might just go under, better think twice Your train of thought will be altered So if you must falter, be wise, your mind is in Disturbia Its like the darkness is the light (disturbia) Am I scaring you tonight? (Your mind is in) disturbia Aint used to what you like, disturbia, disturbia  (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum)  Faded pictures on the wall (its like they talkin to me) Disconnected, no one calls (the phone dont even ring) I gotta get out or figure this shit out Its too close for comfort  Its a thief in the night to come and grab you It can creep up inside you and consume you A disease of the mind it can control you I feel like a monster  Put on your brake lights Youre in the city of wonder aint gonna play nice Watch out, you might just go under, better think twice Your train of thought will be altered So if you must falter, be wise, your mind is in Disturbia Its like the darkness is the light (disturbia) Am I scaring you tonight? (Your mind is in) disturbia Aint used to what you like (what you like) disturbia, disturbia  (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum)  Release me from this curse Im in Ive been trying to maintain but Im struggling You cant go-o-o-o-o-o I think Im going to oh, oh, oh  Put on your brake lights Youre in the city of wonder aint gonna play nice Watch out, you might just go under, better think twice Your train of thought will be altered So if you must falter, be wise, your mind is in Disturbia Its like the darkness is the light (disturbia) Am I scaring you tonight? (Your mind is in) disturbia Aint used to what you like disturbia, disturbia  (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum) (Bum bum be-dum bum bum be-dum bum)",2009
MARC ANTHONY - I NEED TO KNOW LYRICS,"They say around the way youve asked for me  Theres even talk about you wanting me  I must admit thats what I want to hear  But thats just talk until you take me there, oh   If its true dont leave me all alone out here  Wondering if youre ever gonna take me there  Tell me what youre feeling cause I need to know  Girl youve gotta let me know which way to go   Cause I need to know, I need to know  Tell me baby girl cause I need to know  I need to know, I need to know  Tell me baby girl cause I need to know   My every thought is of this being true  Its getting harder not to think of you  Girl Im exactly where I wanna be  The only things I need you here with me, oh   If its true dont leave me all alone out here  Wondering if youre ever gonna take me there  Tell me what youre feeling cause I need to know  Girl youve gotta let me know which way to go   Cause I need to know, I need to know  Tell me baby girl cause I need to know  I need to know, I need to know  Tell me baby girl cause I need to know   Cause I need to know, I need to know  Tell me baby girl cause I need to know  I need to know, I need to know  Tell me baby girl cause I need to know   If its true dont leave me all alone out here  Wondering if youre ever gonna take me there  Tell me what youre feeling cause I need to know  Girl youve gotta let me know which way to go   Cause I need to know, I need to know  Tell me baby girl cause I need to know  I need to know, I need to know  Tell me baby girl cause I need to know   If its true dont leave me all alone out here  Wondering if youre ever gonna take me there  Tell me what youre feeling cause I need to know  Girl youve gotta let me know which way to go   Cause I need to know, I need to know  Tell me baby girl cause I need to know  I need to know, I need to know  Tell me baby girl cause I need to know",2000
SHAGGY - ANGEL LYRICS,"Girl youre my angel, youre my darling angel Closer than my peeps you are to me baby Shorty youre my angel, youre my darling angel Girl youre my friend when Im in need lady  Life is one big party when youre still young But whos gonna have your back when its all done? Its all good when you live you have pure fun Cant be a fool son what about the long run  Looking back shorty always I mention Said me not giving her much attention She was there through my incarceration I wanna show the nation my appreciation  Girl youre my angel, youre my darling angel Closer than my peeps you are to me baby Shorty youre my angel, youre my darling angel Girl youre my friend when Im in need lady  Youre a queen and so you should be treated Though you never get the lovin that youre needed Couldve left but I called and you heeded Begged and I pleaded mission completed  Mama said that I and I dissed the program Im not the type to mess around with your emotion But the feeling that I have for you is so strong Been together so long and this could never be wrong  Shorty youre my angel, youre my darling angel Closer than my peeps you are to me baby Shorty youre my angel, youre my darling angel Girl youre my friend when Im in need lady  Girl in spite of my behavior say Im your savior You must be sent from up above And you appear to me so tender well girl I surrender Thanks for giving me your love  Girl in spite of my behavior well you are my savior You must be sent from up above And you appear to me so tender well girl I surrender Thanks for giving me your love  Now life is one big party when youre still young And whos gonna have your back when its all done? Its all good when you live you have Cant be a fool son what about the long run  Looking back shorty always I mention Said me not giving her much attention She was there through my incarceration I wanna show the nation my appreciation  Shorty youre my angel, youre my darling angel Closer than my peeps you are to me baby Shorty youre my angel, youre my darling angel Girl youre my friend when Im in need lady  Heaven must be missing on angel Coz you are here with me Heaven must be missing on angel Coz you are here with me  Heaven must be missing on angel Coz you are here with me Heaven must be missing on angel Coz you are here with me  Girl youre my angel, youre my darling angel Closer than my peeps you are to me lady Shorty youre my angel, youre my darling angel Girl youre my friend when Im in need  Girl youre my angel, youre my darling angel Closer than my peeps you are to me baby Shorty youre my angel, youre my darling angel Girl youre my friend when Im in need baby",2001
NIVEA FEAT JAGGED EDGE - DON'T MESS WITH MY MAN LYRICS,"One time for the club (Yeah) Two time for my thugs Three times for my ladies  Cmon, cmon, cmon (Ooh, oh) Nivea yall, JE yall (Ooh) JE yall  It was hard to find a brotha that was down for me So Im tellin everybody, let him be Cause hes mine and I cant take no pigeons tryna take my baby  So I thought I had to let you know Find someone that you can call your own Cause now youre walkin in the danger zone And if I touch you Ill be wrong  If you mess with my man, Ima be the one to break it to ya Got my girls, got my man so find your own and leave mine alone Dont mess with my man, Ima be the one to break it to ya Heres a little advice for you, find your own man  It was hard to find a girl thats really down for me Seems like a lot of niggas tryin me Cause they tryna take my baby, oh, what the hell?  So now, you really better check yourself Messin with my girl is bad for your health and So you know you will be dealt with, better find your own girl  If you mess with my girl, Ima be the one to break it to ya Got my niggas, got my girl so find your own and leave mine alone Dont mess with my girl, Ima be the one to break it to ya Heres a little advice for you, find your own girl  Girl, Im warning you, if you want my man You should just keep your hands to yourself, now, now And playa, Im warning you, if you want my girl I suggest that you look but dont touch, now, now  It was hard to find a brotha that was down for me Dont mess with my man Its hard to find a girl thats really down for me Dont mess with my girl  Hard to find a brotha that was down for me Dont mess with my man So hard to find a girl thats down for me Dont mess with my girl  If you mess with my man, Ima be the one to break it to ya Got my girls, got my man so find your own and leave mine alone Dont mess with my man, Ima be the one to break it to ya Heres a little advice for you, find your own man  If you mess with my girl, Ima be the one to break it to ya Got my niggas, got my girl so find your own and leave mine alone Dont mess with my girl, Ima be the one to break it to ya Heres a little advice for you, find your own girl  If you mess with my man, Ima be the one to break it to ya Got my girls, got my man so find your own and leave mine alone Dont mess with my man, Ima be the one to break it to ya Heres a little advice for you, find your own man  If you mess with my girl, Ima be the one to break it to ya Got my niggas, got my girl so find your own and leave mine alone Dont mess with my girl, Ima be the one to break it to ya Heres a little advice for you, find your own girl",2003
ROB THOMAS - LONELY NO MORE LYRICS,"Now it seems to me That you know just what to say But words are only words Can you show me something else?  Can you swear to me That youll always be this way? Show me how you feel More than ever baby  I dont wanna be lonely no more I dont wanna have to pay for this I dont want to know the lover at my door Is just another heartache on my list  And I dont wanna be angry no more You know I could never stand for this So when you tell me that you love me, know for sure I dont want to be lonely anymore  Now its hard for me With my heart still on the mend Open up to me Like you do your girlfriends  And you sing to me and its harmony Girl, what you do to me is everything Make me say anything just to get you back again Why cant we just try?  I dont wanna be lonely no more I dont wanna have to pay for this I dont want to know the lover at my door Is just another heartache on my list  I dont wanna be angry no more You know I could never stand for this So when you tell me that you love me know for sure I dont want to be lonely anymore  What if I was good to you? What if you were good to me? What if I could hold you till I feel you move inside of me? What if it was paradise? And what if we were symphonies? What if I gave all my life to find some way to stand beside you?  I dont wanna be lonely no more I dont wanna have to pay for this I dont want to know the lover at my door Is just another heartache on my list  I dont wanna be angry no more But you know I could never stand for this So when you tell me that you love me know for sure I dont want to be lonely anymore  I dont wanna be lonely anymore I dont wanna be lonely no more I dont wanna be lonely no more I dont wanna be lonely anymore",2005
CREED - WITH ARMS WIDE OPEN LYRICS,"Well I just heard the news today It seems my life is gonna change I closed my eyes, begin to pray Then tears of joy stream down my face  With arms wide open under the sunlight Welcome to this place Ill show you everything With arms wide open With arms wide open  Well I dont know if Im ready To be the man I have to be Ill take a breath, Ill take her by my side We stand in awe, weve created life  With arms wide open under the sunlight Welcome to this place Ill show you everything With arms wide open now everything has changed Ill show you love Ill show you everything  With arms wide open With arms wide open Ill show you everything, aw yeah With arms wide open, wide open  If I had just one wish only one demand I hope hes not like me, I hope he understands That he can take this life and hold it by the hand And he can greet the world with arms wide open  With arms wide open under the sunlight Welcome to this place Ill show you everything With arms wide open now everything has changed Ill show you love Ill show you everything  With arms wide open With arms wide open Ill show you everything, aw yeah With arms wide open Wide open",2000
ZAC BROWN BAND - CHICKEN FRIED LYRICS,"You know I like my chicken fried Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well I was raised up beneath the shade of a Georgia pine And thats home you know Sweet tea pecan pie and homemade wine Where the peaches grow And my house its not much to talk about But its filled with love thats grown in southern ground And a little bit of chicken fried  Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well Ive seen the sunrise See the love in my womans eyes Feel the touch of a precious child And know a mothers love  Well its funny how its the little things in life that mean the most Not where you live or the car you drive or the price tag on your clothes Theres no dollar sign on a piece of mind this Ive come to know So if you agree have a drink with me Raise you glasses for a toast To a little bit of chicken fried  Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well Ive seen the sunrise See the love in my womans eyes Feel the touch of a precious child And know a mothers love  I thank god for my life And for the stars and stripes May freedom forever fly, let it ring. Salute the ones who died The ones that give their lives so we dont have to sacrifice All the things we love Like our chicken fried  Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well Ive seen the sunrise See the love in my womans eyes Feel the touch of a precious child And know a mothers love Get a little chicken fried Cold beer on a Friday night A pair of jeans that fit just right And the radio up Well Ive seen the sunrise See the love in my womans eyes Feel the touch of a precious child And know a mothers love",2009
LADY GAGA - LOVEGAME LYRICS,"Lets have some fun, this beat is sick I wanna take a ride on your disco stick Lets have some fun, this beat is sick I wanna take a ride on your disco stick  I wanna kiss you But if I do then I might miss you, babe Its complicated and stupid Got my ass squeezed by sexy Cupid Guess he wants to play, wants to play A love game, a love game  Hold me and love me Just wanna touch you for a minute Maybe three seconds is enough For my heart to quit it  Lets have some fun, this beat is sick I wanna take a ride on your disco stick Dont think too much just bust that stick I wanna take a ride on your disco stick  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game? Doin the love game  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game? Doin the love game  Im on a mission And it involves some heavy touching, yeah Youve indicated your interest, Im educated in sex, yes And now I want it bad, want it bad A love game, a love game  Hold me and love me Just want touch you for a minute Maybe three seconds is enough For my heart to quit it  Lets have some fun, this beat is sick I wanna take a ride on your disco stick Dont think too much just bust that stick I wanna take a ride on your disco stick  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game? Doin the love game  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game? Doin the love game  I can see you staring there from across the block With a smile on your mouth and your hand on your huh! The story of us, it always starts the same With a boy and a girl and a huh and a game And a game, and a game, and a game, a love game  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game? Doin the love game  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game? Doin the love game  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game?   (Lets have some fun, this beat is sick) Doin the love game   (I wanna take a ride on your disco stick)  Lets play a love game, play a love game Do you want love or you want fame? Are you in the game?   (Dont think too much just bust that stick) Doin the love game   (I wanna take a ride on your disco stick) Doin the love game",2009
SEAN KINGSTON - FIRE BURNING LYRICS,"Somebody call 911! Shawty fire burning on the dance floor, whoa   (Fire burning, fire burning) What a gwaan! Kingston, lets go, hey! RedOne, hey, hey  Shawty got that super thing Hotter than the sun in the south in Spain Got me soon as I walked through the door  My pocket started tickling The way she drop it low, that thang Got me wan spend my money on her, her  She get it, pop it, lock it, drop it, that birthday cake Got a candle, need to blow that crazy flame away Now take my red, black card and my jewelry Shawty is cool like the fire, cool like fire  Somebody call 911! Shawty fire burning on the dance floor, whoa I gotta cool her down She wan bring the roof to ground On the dance floor, whoa  Shes fire burning, fire burning on the dance floor That little shawtys fire burning on the dance floor Shes fire burning, fire burning on the dance floor That little shawtys fire burning on the dance floor (Fire burning, fire burning)  That body is a masterpiece The order is one in every hundred years But aint no doubt Im taking it home, home  [Incomprehensible] Little mama game is about to change Shell be on covers over the world  She get it, pop it, lock it, drop it, that birthday cake Got a candle, need to blow that crazy flame away Now take my red, black card and my jewelry Shawty is cool like the fire, cool like fire  Somebody call 911! Shawty fire burning on the dance floor, whoa I gotta cool her down She wan bring the roof to ground On the dance floor, whoa  Shes fire burning, fire burning on the dance floor That little shawtys fire burning on the dance floor Shes fire burning, fire burning on the dance floor That little shawtys fire burning on the dance floor  She got that fire in the dance Thatll make them fellas run around, hey! No exit from the dance floor So them boys wan more, hey!  She got that fire in the dance Thatll make them fellas run around (Madem, get out my way, everybody, sing it now, hey!) No exit from the dance floor So them boys wan more (What a gwaan? Lets go! Madem, lets go, hey!)  She get it, pop it, lock it, drop it, that birthday cake Got a candle, need to blow that crazy flame away Now take my red, black card and my jewelry Shawty is cool like the fire, cool like fire  Somebody call 911! Shawty fire burning on the dance floor, whoa I gotta cool her down She wan bring the roof to ground On the dance floor, whoa  Shes fire burning, fire burning on the dance floor That little shawtys fire burning on the dance floor Shes fire burning, fire burning on the dance floor That little shawtys fire burning on the dance floor  Somebody call 911!",2009
BUCKCHERRY - SORRY LYRICS,"Oh I had alot to say  Was thinking on my time away  I missed you and things werent the same  Cause everything inside it never comes out right  And when I see you cry it makes me wanna die.   Im sorry Im bad, Im sorry youre blue  Im sorry about all the things I said to you  And I know I cant take it back  I love how you kiss, I love all your sounds  And baby the way you make my world go round  And I just wanted to say Im sorry.   This time I think Im to blame  Its harder to get through the days  We get older and blame turns to shame  Cause everything inside it never comes out right  And when I see you cry it makes me wanna die.   Im sorry Im bad, Im sorry youre blue   Im sorry about all the things I said to you  And I know I cant take it back  I love how you kiss, I love all your sounds  And baby the way you make my world go round  And I just wanted to say Im sorry.   Every single day I think about how we came all this way  The sleepless nights and the tears you cried  Its never too late to make it right  Oh yeah sorry   Im sorry Im bad, Im sorry youre blue  Im sorry about all the things I said to you  And I know I cant take it back  I love how you kiss, I love all your sounds  And baby the way you make my world go round  And I just wanted to say Im sorry.  Im sorry baby.  Im sorry baby, Yeah.  Im sorry.",2008
S CLUB 7 - NEVER HAD A DREAM COME TRUE LYRICS,"Everybodys got something They had to leave behind One regret from yesterday That just seems to grow with time  Theres no use looking back or wondering (or wondering) How it could be now or might have been (or might have been) All this I know but still I cant find ways to let you go  I never had a dream come true Til the day that I found you Even though, I pretend that Ive moved on Youll always be my baby I never found the words to say (never found the words to say) Youre the one I think about each day (the one I think about each day) And I know no matter where life takes me to A part of me will always be with you  Ooooooohh yeah  Somewhere in my memory Ive lost all sense of time And tomorrow can never be Cause yesterday is all that fills my mind  Theres no use looking back or wondering (or wondering) How it should be now or might have been (might have been) All this I know but still I cant find ways to let you go  I never had a dream come true Til the day that I found you Even though, I pretend that Ive moved on Youll always be my baby I never found the words to say (never found the words to say) Youre the one I think about each day (the one I think about each day) And I know no matter where life takes me to A part of me will always be  Youll always be the dream that fills my head Yes you will, say you will, you know you will, oh baby Youll always be the one I know Ill never forget Theres no use looking back or wondering (or wondering) Because love is a strange and funny thing (and funny thing) No matter how I try and try I just cant say good-bye No, no, no, no  I never had a dream come true Til the day that I found you Even though, I pretend that Ive moved on Youll always be my baby I never found the words to say (never found the words to say) Youre the one I think about each day (the one I think about each day) And I know no matter where life takes me to A part of me will always be  A part of me will always be with you  Ooooooohh",2001
ALICE DEEJAY - BETTER OFF ALONE LYRICS,"Do you think youre better off alone? Do you think youre better off alone? Do you think youre better off alone? Do you think youre better off alone?  Talk to me, ooh, talk to me Talk to me, ooh, talk to me  Do you think youre better off alone? Do you think youre better off alone?  Do you think youre better off alone? Do you think youre better off alone? Do you think youre better off alone? Do you think youre better off alone?  Talk to me, ooh, talk to me Talk to me, ooh, talk to me Talk to me",2000
NICK CANNON FEAT. R. KELLY - GIGOLO LYRICS,"Oh, oh, oh, oh, oh Oh, oh, oh, oh, oh We in the club singing this for money, ha!  Im a gigolo, spending lots a dough You can tell the way wide-body, sitting on fours How Im shining, wit the fresh, fresh clothes Always surrounded, by so many Im a gigolo, always on the go Every time I turn around, I got another show In the club, hit about three in a row Drop in the six, cause I love them  Shorty I, only got one night in town, tell me baby where you down Bushes we wont beat around, bushes we just eat em now Feeling yo masqueno blouse, seven jean, black and Lebanese Head to her knees, please if you ever need a bachelor remember me Just rock to the melody, I got you in bed wit me I thought you would never leave you wanna name Melike A-Merie Know the chain freeze wrist be the same degrees Tryna get lil mami, in that thang of Reese Only getting in for free, if you came wit me  Cause Ima grown man, not B2K If I need a girlfriend, it wont be to-day No, Im not tryna be ya man, pimp bones in my body Rock them body-hotty, rock them, like ladi-dadi Me and kels on ducatis, wanna see you drop it shawty Oh, tryna leave the club, wit a groupie  Im a gigolo, spending lots a dough You can tell the way wide-body, sitting on fours How Im shining, wit the fresh, fresh clothes Always surrounded, by so many Im a gigolo, always on the go Every time I turn around, I got another show In the club, hit about three in a row Drop in the six, cause I love them  Ma Im busy on tour, ma, you busy on the floor Ma Im feeling yo heels, them Christian Diors Im like David Beckham, keep a mean shoe game But like my favorite records, keep spinning new thangs Let my hair grow, cause I was looking for a change Shorty call me the scare crow, Im looking for some brain In The wiz, there it go, here it is, where the show Cause through yo dress, I can see yo drawls  So shorty just shake it, make a round of applause If you outta hypnotic, nother round at the bar And when we parking lot pimping, they surrounding the car No, Im not tryna be ya man, pimp bones in my body Rock them body-hotty, rock them, like ladi-dadi Me and kels on ducatis, wanna see you drop it shawty Oh weee, tryna leave the club wit a groupie, wit a groupie  Im a gigolo, spending lots a dough You can tell the way wide-body, sitting on fours How Im shining, wit the fresh, fresh clothes Always surrounded, by so many Im a gigolo, always on the go Every time I turn around, I got another show In the club, hit about three in a row Drop in the six, cause I love them  Mami, when we leave the club, leave wit us You dont need ya car keys, we gon fair in the bus And the way you wear ya jeans, is means to cuss So damn!, how you get them on, damn! Big secrets on her Throwback chick, hotter than Ms. Vic Damone This the type of Im on, not picking up the phone Unless you unblock ya joint, then put on ya coat Know when to hit, when nick get in the booth  Come through in something new, wit the invisible roof Oh the settings on my necklace them invisible too When we do what we do, we cant be visible boo The last thing I need is lawsuits, all I did is call you Initiated first move, shorty that was all you Im not tryna be ya man, pimp bones in my body Rock them body-hotty, rock them, like ladi-dadi Me and Kels on ducatis, wanna see you drop it shawty, oh weee  Im a gigolo, spending lots a dough You can tell the way wide-body, sitting on fours How Im shining, wit the fresh, fresh clothes Always surrounded, by so many Im a gigolo, always on the go Every time I turn around, I got another show In the club, hit about three in a row Drop in the six, cause I love them",2004
LONESTAR - WHAT ABOUT NOW LYRICS,"The sign in the window said, For sale or trade On the last remaining dinosaur Detroit made Seven hundred dollars was a heck of a deal For a four hundred horsepower jukebox on wheels  And that road rolls out like a welcome mat I dont know where it goes but it beats where were at We always said, Someday, somehow We were gonna get away, gonna blow this town  What about now, how bout tonight? Baby for once lets dont think twice Lets take that spin that never ends That weve been talking about  What about now, why should we wait? We can chase these dreams down the Interstate And be long gone fore the world moves on And makes another round, what about now?  Weve been puttin this off baby long enough Just give me the word and well be kickin up dust We both know its just a matter of time Til our hearts start racin for that county line  What about now, how bout tonight? Baby for once lets dont think twice Lets take that spin that never ends That weve been talking about  What about now, why should we wait? We can chase these dreams down the Interstate And be long gone fore the world moves on And makes another round, what about now?  We could hang around this town Forever making plans But there wont ever be a better time To take this chance  What about now, how bout tonight? Baby for once lets dont think twice Lets take that spin that never ends That weve been talking about  What about now, why should we wait? We can chase these dreams down the Interstate And be long gone fore the world moves on And makes another round, what about now? Yeah  What about now?",2000
