songinfo,lyrics,year
ESCAPE CLUB - WILD WILD WEST LYRICS,"Forty seven dead beats living in the back street  north east west south all in the same house  sitting in a back room waiting for the big boom  Im in a bedroom waitng for my baby   CHORUS:  Shes so mean but I dont care  I love her eyes and her wild wild hair  dance to the beat that we love best  heading for the nineties  living in the wild wild west  the wild wild west   Mandys in the backroomhanding out valium  sheriffs on the airwaves talking to the D.J.s  Forty seven heartbeats beating like a drum  got to live it up live it up  Ronnies got a new gun   CHORUS   Now put your flags in the air and march them up and down  you can live it up live it up all over the town  and turn to the left, turn to the right  I dont care as long as she comes tonight   CHORUS   Heading for the nineties living in the eighties  screaming in a back room waiting for the big boom  give me give me wild west  give me give me safe sex  give me love give me love  give me time to live it up",1988
THE JETS - CROSS MY BROKEN HEART LYRICS,"Cross my broken heart, boy cross my broken heart for you im going to stay this time cross my broken heart, boy swear ill never part from you i want you to be mine I know you think im not your picture perfect jewel wholl never break apart when everything was cool I needed to explore and open up the door but now i need you more Im sending out a message a message so sincere when i close my eyes i need to feel you near Cant get you off my mind for leaving me this time im still in love with you Cross my broken heart, boy cross my broken heart for you im going to stay this time cross my broken heart, boy swear ill never part from you i want you to be mine If i had your attention id tell you what i learned in spite of good intentions its easy to get burned I learned my lesson well its you i need to tell this time im all for you I need for you to trust me to give me all your best ill prove just what your love means just put me to the test This time i need to stay dont need to go away im still in love with you Cross my broken heart, boy cross my broken heart for you im going to stay this time cross my broken heart, boy swear ill never part from you i want you to be mine Youre my morning sun youre my shinging star youre my number one cross my broken heart In your eyes i see what you mean to me youre my destiny Im sending out a message a message so sincere when i close my eyes i need to feel you near Cant get you off my mind for leaving me this time im still in love with you Youre my morning sun youre my shinging star youre my number one cross my broken heart In your eyes i see what you mean to me youre my destiny Cross my broken heart, boy cross my broken heart for you im going to stay this time cross my broken heart, boy swear ill never part from you i want you to be mine Cross my broken heart, boy cross my broken heart for you im going to stay this time cross my broken heart, boy swear ill never part from you i want you to be mine Cross my broken heart, boy cross my broken heart for you im going to stay this time",1987
TIFFANY - COULD'VE BEEN LYRICS,The flowers you gave me Are just about to die When I think about What couldve been It makes me want to cry  The sweet words you whispered Didnt mean a thing I guess our song is over As we begin to sing  Couldve been so beautiful Couldve been so right Couldve been my lover Every day of my life Couldve been so beautiful Couldve been so right Ill never hold what couldve been On a cold and lonely night  The memories of our lovin Still linger in the air Like the faded scent of your roses They stay with me everywhere  Every time I get my hopes up They always seem to fall Still what couldve been is better than What could never be at all  Couldve been so beautiful Couldve been so right Couldve been my lover Every day of my life Couldve been so beautiful Couldve been so right You can hold what couldve been On a cold and lonely night  Couldve been so beautiful Couldve been so right How could you hold what couldve been On a cold and lonely night?,1988
REO SPEEDWAGON - TAKE IT ON THE RUN LYRICS,"Heard it from a friend who, heard it from a friend who Heard it from another you been messin around They say you got a boyfriend, youre out late every weekend Theyre talkin about you and its bringin me down  But I know the neighborhood And talk is cheap when the story is good And the tales grow taller on down the line But Im telling you, babe, that I dont think its true, babe And even if it is keep this in mind  You take it on the run baby If thats the way you want it baby Then I dont want you around I dont believe it, not for a minute Youre under the gun so you take it on the run  Youre thinking up your white lies Youre puttin on your bedroom eyes You say youre coming home but you wont say when But I can feel it coming if you leave tonight keep running And you need never look back again  You take it on the run baby If thats the way you want it baby Then I dont want you around I dont believe it, not for a minute Youre under the gun so you take it on the run  You take it on the run baby If thats the way you want it baby Then I dont want you around I dont believe it not for a minute Youre under the gun so you take it on the run  Take it on the run baby If thats the way you want it baby Then I dont want you around I dont believe it, not for a minute Youre under the gun so you take it on the run  Heard it from a friend who, heard it from a friend who Heard it from another you been messin around",1981
ARETHA FRANKLIN - FREEWAY OF LOVE LYRICS,"Knew youd be a vision in white Howd you get your pants so tight? Dont know what youre doin But you must be livin right, yeah  We got some places to see I brought all the maps with me So jump in, it aint no sin Take a ride in my machine  City traffics movin way too slow Drop the pedal and go, go, go  We goin ridin on the freeway of love Winds against our back We goin ridin on the freeway of love In my pink Cadillac  We goin ridin on the freeway of love Winds against our back Aint we ridin on the freeway of love In my pink Cadillac?  Never you mind the exit signs We got lots of time We cant quit till we get To the other side  With the radio playin our song We keep rollin on Who knows how far a car can get Before you think about slowin, slowin down, yeah  City traffics movin way too slow Drop the pedal and go, go Come on now, go  We goin ridin on the freeway of love Winds against our back We goin ridin on the freeway of love In my pink Cadillac  We goin ridin on the freeway of love Winds against our back Aint we ridin on the freeway of love In my pink Cadillac?  Here we go, one more time  With the wind and your fingers in my hand Kind of think we are going for an extended throw down So drop the top, baby, and lets cruise on into This better than ever street  City traffic movin way too slow Drop the pedal and go, go Come on baby, go, do it for me now  We goin ridin on the freeway of love Winds against my back We goin ridin on the freeway of love In my pink Cadillac  We goin ridin on the freeway of love Winds against my back Aint we ridin on the freeway of love In my pink Cadillac  And what I want you to do, baby Get over in the left lane And lets merge with peace, oh, yeah Take the love exit, and then make a right turn Go on over to love and satisfaction and joy Well, aint we ridin baby Aint we cruisin down? Free, free, free, freeway Go on out to, ow Lets be good to each other, scream Freeway! Well See that little landmark over there A whole lot of kisses and sweet stuff Well be just about ow, ow, ow! And satisfaction roll down Satisfaction, yeah!",1985
GEORGE HARRISON - ALL THOSE YEARS AGO LYRICS,"Im shouting all about love while they treated you like a dog  When you were the one who had made it so clear, all those years ago  Im talking all about how to give, they dont act with much honesty  But you point the way to the truth when you say, all you need is love   Living with good and bad, I always looked up to you  Now were left cold and sad by someone, the devils best friend  Someone who offended all, were living in a bad dream  Theyve forgotten all about mankind and you were the one  They backed up to the wall   All those years ago, you were the one who imagined it all  All those years ago, all those years ago, all those years ago   Deep in the darkest night, I send out a prayer to you  Now in the world of light where the spirit free of the lies  And all else that we despised, theyve forgotten all about God  Hes the only reason we exist, yet you were the one  That they said was so weird   All those years ago, you said it all though not many had ears  All those years ago, you had control of our smiles and our tears  All those years ago, all those years ago, all those years ago",1981
MUSICAL YOUTH - PASS THE DUTCHIE LYRICS,"This generation rules the nation with version  Music happen to be the food of love  Sounds to really make you rub and scrub   I say, pass the Dutchie pon the left hand side  Pass the Dutchie pon the left hand side  It a gonna burn  (Give me music, make me jump and prance)  It a go done, [Incomprehensible]  (Give me the music, make me rock in the dance)   It was a cool and lovely breezy afternoon  (How does it feel when youve got no food?)  You could feel it cause it was the month of June  (How does it feel when youve got no food?)  So I left my gate and went out for a walk  (How does it feel when youve got no food?)  As I pass the dreadlocks camp I heard them say  (How does it feel when youve got no food ?)   Pass the Dutchie pon the left hand side  (I say)  Pass the Dutchie pon the left hand side  It a gonna burn  (Give me music, make me jump and prance)  It a go done, [Incomprehensible]  (Give me the music, make me rock in the dance)   So I stopped to find out what was going on  (How does it feel when youve got no food?)  Cause the spirit of Jah, you know, He leads you on  (How does it feel when youve got no food?)  There was a ring of dreads and a session was there in swing  (How does it feel when youve got no food?)  You could feel the chill as I seen and heard them say  (How does it feel when youve got no food?)   Pass the Dutchie pon the left hand side  (I say)  Pass the Dutchie pon the left hand side  It a gonna burn  (Give me music, make me jump and prance)  It a go done, [Incomprehensible]  (Give me the music, make me rock in the dance)   Cause me say listen to the drum, a me say listen to the bass  Give me little music, make me wind up me waist  Me say listen to the drum, a me say listen to the bass  Give me little music, make me wind up me waist, I say   Pass the Dutchie pon the left hand side  (I say)  Pass the Dutchie pon the left hand side  It a gonna burn  (Give me music, make me jump and prance)  It a go done, [Incomprehensible]  (Give me the music, make me rock in the dance)   You play it on the radio  A so me say, we a go hear it on the stereo  A so me know we a go play it on the disco  A so me say we a go hear it on the stereo   Pass the Dutchie pon the left hand side  (I say)  Pass the Dutchie pon the left hand side  It a gonna burn  (Give me music, make me jump and prance)  It a go done, [Incomprehensible]  (Give me the music, make me rock in the dance)   On the left hand side  (I say)  On the left hand side  (I say)  On the left hand side  [Incomprehensible]  On the left hand side  [Incomprehensible]  On the left hand side   (I say east, say west, say north and south)  On the left hand side  (This is gonna really make us jump and shout)  On the left hand side  (I say east, say west, say north and south)  On the left hand side  (This is gonna really make us jump and shout)  Pass the Dutchie pon the left hand side  (I say)  Pass the Dutchie",1983
MICHAEL JACKSON - MAN IN THE MIRROR LYRICS,"Im going to make a change For once in my life Its gonna feel real good Gonna make a difference, gonna make it right  As I turned up the collar on my favorite winter coat This wind is blowin my mind I see the kids in the street with not enough to eat Who am I to be blind, pretending not to see their need?  A summers disregard, a broken bottle top And one mans soul They follow each other on the wind ya know? Cause they got nowhere to go, thats why I want you to know  Im starting with the man in the mirror Im asking him to change his ways And no message could have been any clearer If you wanna make the world a better place Take a look at yourself and then make a change  Ive been a victim of a selfish kinda love Its time that I realize There are some with no home, not a nickel to loan Could it be, really mean, pretending that theyre not alone?  A willow deeply scarred, somebodys broken heart And a washed out dream (Washed out dream) They follow the pattern of the wind ya see Cause they got no place to be thats why Im starting with me  Im starting with the man in the mirror Im asking him to change his ways And no message could have been any clearer If you wanna make the world a better place Take a look at yourself and then make a change  Im starting with the man in the mirror Im asking him to change his ways And no message could have been any clearer If you wanna make the world a better place Take a look at yourself and then make that change  Im starting with the man in the mirror, oh yeah Im asking him to change his ways, yeah   (Come on, change) No message could have been any clearer If you wanna make the world a better place Take a look at yourself and then make the change  You gotta get it right, while you got the time Cause when you close your heart   (You cant close your, your mind) Then you close your mind  With the man in the mirror, oh yeah (That man, that man, that man) Im asking him to change his ways (Change) No message could have been any clearer If you wanna make the world a better place Take a look at yourself then make that change  Im gonna make a change Its gonna feel real good Come on (Change) Just lift yourself You know, you got to stop it yourself (Yeah)  Make that change (I gotta make that change today, oh) (Man in the mirror) You got to, you got to not let yourself, brother oh Yeah, that man (Make that change) (I gotta make that make me then make) You got, you got to move Come on, come on You got to stand up, stand up, stand up   (Make that change) Stand up and lift yourself, now (Man in the mirror) Make that change (Gonna make that change, come on) (Man in the mirror) You know it, you know it, you know it, you know Change, make that change",1988
WHITNEY HOUSTON - DIDN'T WE ALMOST HAVE IT ALL LYRICS,Remember when we held on in the rain The nights we almost lost it once again We can take the night into tomorrow Living on feelings Touching you I feel it all again  Didnt we almost have it all When love was all we had worth giving The ride with you was worth the fall my friend Loving you makes life worth living Didnt we almost have it all The nights we held on till the morning You know youll never love that way again Didnt we almost have it all  The way you used to touch me felt so fine We kept our hearts together down the line A moment in the soul can last forever Comfort and keep us Help me bring the feeling back again  Didnt we almost have it all When love was all we had worth giving The ride with you was worth the fall my friend Loving you makes life worth living Didnt we almost have it all The nights we held on till the morning You know youll never love that way again Didnt we almost have it all  Didnt we have the best of times When love was young and new Couldnt we reach inside and find The world of me and you Well never lose it again Cause once you know what love is Youll never let it end  Didnt we almost have it all When love was all we had worth giving The ride with you was worth the fall my friend Loving you makes life worth living Didnt we almost have it all The nights we held on till the morning You know youll never love that way again Didnt we almost have it all Didnt we almost have it all,1987
AFTER THE FIRE - DER KOMMISSAR LYRICS,"Zwei drei vier, one two three, its easy to see But its not that I dont care so Cause I hear it all the time But they never let you know On the T.V. and the radio  She was young her heart was pure But every night is bright she got She said, Sugar is sweet She come rappin to the beat Then I knew that she was hot  She was singin, dont turn around, oh oh[incomprehensible] Der Kommissars in town, oh oh Youre in his eye and youll know why The more you live the faster you will die  Alles klar, Herr Kommissar?  She said, Babe you know, I miss Jill and Joe And all my funky friends But my street understanding Was just enough to know what she really meant  And I got to thinking while she was talking That I know she told the story Of those special places that she goes When she rides with the others in the subway  Singin, dont turn around, oh oh Der Kommissars in town, oh oh And if he talks to you and you dont know why You say your life is gonna make you die  Alles klar, Herr Kommissar?  Well, we meet Jill and Joe and brother Herr And the whole cool gang and oh Theyre rappin here, theyre rappin there But shes climbin on the wall  Its a clear case, Herr Kommissar Cause all the children know Theyre all slidin down into the valley Theyre all slipping on the same snow  Hear the children, dont turn around, oh oh Der Kommissars in town, oh oh Hes got the power and youre so weak And youre frustration will not let you speak  Dont turn around, oh oh Der Kommissars in town, oh oh And if he talks to you then youll know why The more you live, the faster you will die  Dont turn around, oh oh Der Kommissars in town, oh oh Dont turn around, oh oh Der Kommissars in town, oh oh  Dont turn around, oh oh Der Kommissars in town, oh oh Dont turn around, oh oh Der Kommissars in town, oh oh  Dont turn around, oh oh Der Kommissars in town, oh oh Dont turn around, oh oh Der Kommissars in town, oh oh",1983
TOM PETTY AND THE HEARTBREAKERS - REFUGEE LYRICS,"We got somethin we both know it We dont talk too much about it Aint no real big secret all the same Somehow we get around it  Listen, it dont really matter to me baby You believe what you want to believe You see you dont have to live like a refugee (Dont have to live like a refugee) Yeah  Somewhere, somehow, somebody Must have kicked you around some Tell me, why you wanna lay there Revel in your abandon  Hii! It dont make no difference to me baby Everybodys had to fight to be free You see you dont have to live like a refugee (Dont have to live like a refugee) Now baby you dont have to live like a refugee (Dont have to live like a refugee) No!  Baby we aint the first  (Aint) Im sure a lot of other lovers been burned Right now this seems real to you  (Real) But its one of those things You gotta feel to be true  Somewhere, somehow, somebody Must have kicked you around some Who knows, maybe you were kidnapped Tied up, taken away and held for ransom  Hii! It dont really matter to me, baby Everybodys had to fight to be free You see you dont have to live like a refugee (Dont have to live like a refugee) No, you dont have to live like a refugee (Dont have to live like a refugee) Now you dont have to live like a refugee (Dont have to live like a refugee) Oww oww oww",1980
JOHN COUGAR MELLENCAMP - R.O.C.K. IN THE U.S.A. (A SALUTE TO 60'S ROCK) LYRICS,"John Cougar Mellencamp Miscellaneous R.o.c.k. In The U.s.a. (a Salute To 60s Rock) R.O.C.K. In The U.S.A. John Cougar Mellencamp  They come from the cities And they come from the smaller towns Beat up cars with guitars and drummers Goin crack boom bam Chorus R.O.C.K. in the U.S.A. R.O.C.K. in the U.S.A. R.O.C.K. in the U.S.A., Yeah, Yeah! Rockin in the U.S.A. Said goodbye to their families Said goodbye to their friends With pipe dreams in their heads And very little money in their hands Some are black and some are white Aint to proud to sleep on the floor tonight With the blind faith of Jesus you know that they just might, be Rockin in the U.S.A. Hey! Voices from nowhere And voices from the larger towns Filled our head full of dreams Turned the world upside down There was Frankie Lyman-Bobby Fuller-Mitch Ryder (They were Rockin) Jackie Wilson-Shangra-las-Young Rascals (They were Rockin) Spotlight on Martha Reeves Lets dont forget James Brown Rockin in the U.S.A. Rockin in the U.S.A. Hey! Chorus",1986
GO GOS - WE GOT THE BEAT LYRICS,Go Gos Beauty And The Beat We Got The Beat (Charlotte Caffey)  See the people walking down the street Fall in line just watching all their feet They dont know where they wanna go But theyre walking in time  They got the beat They got the beat Yeah They got the beat  See the kids just getting out of school They cant wait to hang out and be cool Hang around til quarter after twelve Thats when they fall in line  Kids got the beat They got the beat They got the beat Yeah Kids got the beat  Go-go music really makes us dance Do the pony puts us in a trance do the watusi just give us a chance Thats when we fall in line  We got the beat We got the beat We got the beat Yeah We got the beat  Everybody get on your feet We know you can dance to the beat Jumpin-get down Round and round and round,1982
LIONEL RICHIE - TRULY LYRICS,"Girl, tell me only this That I have your heart for always And you want me by your side Whispering the words Ill always love you  And forever I will be your lover And I know if you really care I will always be there  Now I need to tell you this Theres no other love like your love And I, as long as I live Ill give you all the joy My heart and soul can give  Let me hold you I need to have you near me And I feel with you in my arms This love will last forever  Because Im truly Truly in love with you girl Im truly, head over heels with your love I need you, and with your love Im free And truly, you know youre alright with me",1983
CARS - TONIGHT SHE COMES LYRICS,"Cars Cars Greatest Hits Tonight She Comes I know tonight she comes  Shes taken a swipe at fun  She gives me a reason  The sight in my sights  I know tonight she comes   She jaggles me up  She does it with ease  Sometimes she passes through me  Just like a breeze  She gives me a reason  For feelin alright  I know tonight  I know tonight  She comes   I know she goin to do it to me  One more time  I know she goin to stay invited  In my mind  Why does she keep me hangin on?   BRIDGE   I know she goin to do it to me  One more time  I know she goin to stay invited  In my mind  Why does she keep me hangin on?   I know the way that she feels  And all of the hearts that she steals  She tells me its easy  When you do it right  I know tonight she comes   She tells me its easy  When you do it right  I know tonight  I know tonight  She comes   I know tonight  Well, I know tonight  Tonight she comes",1986
LOU GRAMM - MIDNIGHT BLUE LYRICS,"Aint got no regrets I aint losin track of which way Im going I aint gonna double back Dont want no misplay, put on no display An angel no, but I know my way, oh yeah, oh  I used to follow, yeah, thats true But my following days are over Now I just gotta follow through And I remember what my father said He said, Son, life is simple, its either cherry red or  Midnight blue, oh Midnight blue, oh  You were the restless one And you did not care that I was the trouble boy lookin for a double dare I wont apologize for the things Ive done and said But when I win your heart, Im gonna paint it cherry red  I dont want to talk about it What you do to me I cant live without it And you might think that its much too soon For us to go this far into the  Midnight blue, oh Its midnight blue, oh  Now things could be different, thatd be a shame cause Im the one who can feel the sun right in the pouring rain I wont say where and I dont know when But soon theres gonna come a day baby, Ill be back again Yeah, Ill be back for you, you see Im savin up my love  Midnight blue, oh Into the midnight blue, oh Into the midnight blue, oh Cant leave this midnight blue, oh Into the midnight blue, oh Midnight blue, oh Midnight blue, oh",1987
CROWDED HOUSE - DON'T DREAM IT'S OVER LYRICS,"There is freedom within There is freedom without Try to catch the deluge in a paper cup Theres a battle ahead Many battles are lost But youll never see the end of the road While youre travelling with me  Hey now, Hey now Dont dream its over Hey now, Hey now When the world comes in They come, they come To build a wall between us We know they wont win  Now Im towing my car Theres a hole in the roof My possessions are causing me suspicion But theres no proof In the paper today Tales of war and of waste But you turn right over to the T.V page  Hey now, Hey now Dont dream its over Hey now, hey now When the world comes in They come, they come To build a wall between us We know they wont win  Now Im walking again To the beat of a drum And Im counting the steps to the door of your heart Only shadows ahead Barely clearing the roof Get to know the feeling of liberation and relief  Hey now, Hey now Dont dream its over Hey now, Hey now When the world comes in They come, they come To build a wall between us You know they wont win  Dont let them win Hey now, Hey now Hey now, Hey now Hey now, Hey now Dont let them win (They come, They come) Dont let them win (Hey now, Hey now)",1987
NENEH CHERRY - BUFFALO STANCE LYRICS,"Whos that gigolo on the street With his hands in his pockets and his crocodile feet Hanging off the curb, looking all disturbed? At the boys from home, they all came running  They were making noise, manhandling toys Thats the girls on the block with the nasty curls Wearing padded bras sucking beers through straws Dropping down their drawers, where did you get yours?  Gigolo, huh, sukka? Gigolo, gigolo, huh, sukka?  Whos looking good today? Whos looking good in every way? No style rookie You better watch dont mess with me  No money man can win my love Its sweetness that Im thinking of We always hang in a Buffalo Stance We do the dive every time we dance  Ill give you love, baby, not romance Ill make a move nothing left to chance So dont you get fresh with me  Get funky, yeah, Timmy Tell it like it is, check out this DJ  So you say, you wanted money But you know its never funny When your shoes worn through And theres a rumble in your tummy  But you had to have style, get a gold tooth smile Put a girl on the corner so you can make a pile Committed a crime and went inside It was coming your way but you had to survive  When you lost your babe, you lost the race Now youre looking at me to take her place  Whos looking good today? Whos looking good in every way? No style rookie You better watch dont mess with me  Smokin not cokin get funky sax Looking good, hanging with the wild bunch Looking good in a Buffalo Stance Looking good when it comes to the crunch  Looking goods a state of mind State of mind dont look behind you State of mind or youll be dead State of mind may I remind you  Bomb the Bass, rock this place What is he like? Whats he like anyway? Yo man what do you expect the guys a gigolo man You know I mean?  No money man can win my love Its sweetness that Im thinking of. We always hang in a Buffalo Stance We do the dive every time we dance  Ill give you love, baby, not romance Ill make a move nothing left to chance So dont you get fresh with me  No money man can win my love Its sweetness that Im thinking of. We always hang in a Buffalo Stance We do the dive every time we dance  Ill give you love, baby, not romance Ill make a move nothing left to chance So dont you get fresh with me  Wind on my face, sound in my ears Water from my eyes and you on my mind As I sink diving down deep, deeper into your soul  No money man can win my love Its sweetness that Im thinking of. We always hang in a Buffalo Stance We do the dive every time we dance  Ill give you love, baby, not romance Ill make a move nothing left to chance So dont you get fresh with me",1989
J.D. SOUTHER - YOU'RE ONLY LONELY LYRICS,"When the world is ready to fall on your little shoulders And when youre feeling lonely and small You need somebody there to hold you  You can call out my name When youre only lonely Now dont you ever be ashamed Youre only lonely  When you need somebody around on the nights that try you Remember I was there when you were a queen And Ill be the last one there beside you  So you can call out my name When youre only lonely Now dont you ever be ashamed Youre only lonely  Youre only lonely Youre only lonely Youre only lonely  When the world is ready to fall on your little shoulders And when youre feeling lonely and small You need somebody there to hold you  So dont you ever be ashamed When youre only lonely You can call out my name When youre only lonely  Youre only lonely When youre only lonely Youre only lonely Its no crime darling, we got lots of time  Youre only lonely Youre only lonely Theres nothing wrong with you Darling, I get lonely too  Youre only lonely Youre only lonely So if you need me, all you gotta do is call me Youre only lonely",1980
MADONNA - LIKE A PRAYER LYRICS,"Life is a mystery Everyone must stand alone I hear you call my name And it feels like home  When you call my name its like a little prayer Im down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know Ill take you there  I hear your voice Its like an angel sighing I have no choice, I hear your voice Feels like flying  I close my eyes Oh God I think Im falling Out of the sky, I close my eyes Heaven help me  When you call my name its like a little prayer Im down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know Ill take you there  Like a child You whisper softly to me Youre in control just like a child Now Im dancing  Its like a dream No end and no beginning Youre here with me its like a dream Let the choir sing  When you call my name its like a little prayer Im down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know Ill take you there  When you call my name its like a little prayer Im down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know Ill take you there  Life is a mystery Everyone must stand alone I hear you call my name And it feels like home  Just like a prayer, your voice can take me there Just like a muse to me, you are a mystery Just like a dream, you are not what you seem Just like a prayer, no choice your voice can take me there  Just like a prayer, Ill take you there Its like a dream to me Just like a prayer, Ill take you there Its like a dream to me  Just like a prayer, Ill take you there Its like a dream to me Just like a prayer, Ill take you there Its like a dream to me  Just like a prayer, your voice can take me there Just like a muse to me, you are a mystery Just like a dream, you are not what you seem Just like a prayer, no choice your voice can take me there  Just like a prayer, your voice can take me there Just like a muse to me, you are a mystery Just like a dream, you are not what you seem Just like a prayer, no choice your voice can take me there Your voice can take me there Like a prayer  Just like a prayer Just like a prayer, your voice can take me there Just like a prayer Just like a prayer, your voice can take me there",1989
BANANARAMA - CRUEL SUMMER LYRICS,"Hot summer streets  And the pavements are burning, I sit around  Trying to smile  But the air is so heavy and dry   Strange voices are saying  What did they say  Things I cant understand  Its too close for comfort  This heat has got right out of hand   Its a cruel, cruel summer  Leaving me here on my own  Its a cruel, cruel summer  Now youve gone   The city is crowded  My friends are away and Im on my own  Its too hot to handle  So I got to get up and go   Its a cruel, cruel summer  Leaving me here on my own  Its a cruel, cruel summer  Now youve gone  Youre not the only one   Its a cruel, cruel summer  Leaving me here on my own  Its a cruel, cruel summer  Now youve gone   Its a cruel, cruel summer  Leaving me here on my own  Its a cruel, cruel summer  Now youve gone  Youre not the only one   Its a cruel, cruel summer  Leaving me here on my own  Its a cruel, cruel summer  Now youve gone  Youre not the only one   Its a cruel, cruel summer  Leaving me here on my own  Its a cruel, cruel summer",1984
TINA TURNER - BETTER BE GOOD TO ME LYRICS,"A prisoner of your love, entangled in your web Hot whispers in the night, Im captured by your spell Oh yes Im touched by this show of emotion Should I be fractured by your lack of devotion Should I, should I?  You better be good to me Thats how its gotta be now Cause I dont have no use For what you loosely call the truth And you better be good to me Yea, better be good  Cmon, cmon be good to me I think its also right that we dont need to fight We stand face to face and you present your case Yes I know you keep telling me that you love me And I really do wanna believe But did you think Id just accept you in blind faith Oh sure babe, anything to please you  But you better be good to me Thats how its gotta be now Cause I dont have the time For your over loaded lines But you better be good to me Yea, you better be good, good to me Be good to me  And I really dont see why its so hard to be good to me And you know I dont understand whats your plan That you cant be good to me What I cant feel I surely cannot see, why cant you be good to me? And if its not real I do not wish to see, why dont you be good to me?  Why cant you be good to me? Why cant you be good to me? Why cant you be good to me? Why cant you be good to me? Why cant you be good to me? Be good, be good to me  Cause I dont have no use For what you loosely call the truth And I dont have the time For your over loaded lines So you better be good to me Yea, you better be good, better be good to me Better be good  Cause I dont have the time For your over loaded lines And I dont have no use For what you loosely call the truth And you better be good to me Be good to me, be good Be good to me  Cause I dont have no use For what you loosely call the truth And I dont have the time For your over loaded lines You better be good to me Good to me, better be good to me Be good, be good to me, good to me Why cant you be good to me? Why cant you be good to me?",1985
FOREIGNER - I WANT TO KNOW WHAT LOVE IS LYRICS,"Foreigner Agent Provocateur I Want To Know What Love Is I gotta take a little time  A little time to think things over  I better read between the lines  In case I need it when Im older   Now this mountain I must climb  Feels like a world upon my shoulders  I through the clouds I see love shine  It keeps me warm as life grows colder   In my life theres been heartache and pain  I dont know if I can face it again  Cant stop now, Ive traveled so far  To change this lonely life   I wanna know what love is  I want you to show me  I wanna feel what love is  I know you can show me   Im gonna take a little time  A little time to look around me  Ive got nowhere left to hide  It looks like love has finally found me   In my life theres been heartache and pain  I dont know if I can face it again  I cant stop now, Ive traveled so far  To change this lonely life   I wanna know what love is  I want you to show me  I wanna feel what love is  I know you can show me   I wanna know what love is  I want you to show me  And I wanna feel, I want to feel what love is  And I know, I know you can show me   Lets talk about love  I wanna know what love is, the love that you feel inside  I want you to show me, and Im feeling so much love  I wanna feel what love is, no, you just cannot hide  I know you can show me, yeah   I wanna know what love is, lets talk about love  I want you to show me, I wanna feel it too  I wanna feel what love is, I want to feel it too  And I know and I know, I know you can show me  Show me love is real, yeah  I wanna know what love is...",1985
BOBBY MCFERRIN - DON'T WORRY BE HAPPY LYRICS,Heres a little song I wrote you might want to sing it note for note Dont worry be happy In every life we have some trouble but when you worry you make it double Dont worry be happy Dont worry be happy now Ooh-ooh-hoo-hoo-ooh hoo-hoo-ooh-ooh ooh...  Dont worry Woo ooh-woo-ooh-woo-ooh-ooh... Be happy Woo ooh-ooh-ooh-ooh... Dont worry be happy Ooh-ooh hoo-hoo-ooh hoo-hoo-ooh-ooh ooh-ooh...  Dont worry Woo ooh-woo-ooh-ooh-ooh-ooh... Be happy Woo-ooh-woo-ooh-ooh... Dont worry be happy Aint got no place to lay your head somebody came and took your bed Dont worry be happy  The landlord say your rent is late he may have to litigate Dont worry Ha-ha ha-ha ha-ha Be happy  Look at me Im happy  Ooh-ooh-hoo-hoo-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh... Dont worry Ooh-ooh-ooh-ooh-ooh-ooh-ooh... Be happy Ooh-ooh-ooh-ooh-ooh... Here Ill give you my phone number when youre worried call me Ill make you happy Ooh-ooh-hoo-hoo-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh... Dont worry  Woo ooh-ooh-ooh-ooh-ooh-ooh... Be happy Woo ooh-ooh-ooh-ooh... Aint got no cash aint got no style Aint got no gal to make you smile But dont worry be happy  Cause when youre worried your face will frown and that will bring everybody down So dont worry be happy Dont worry be happy now Ooh-ooh-hoo-ooh-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh... Dont worry Ooh-ooh-ooh-ooh-ooh-ooh-ooh... Be happy Woo ooh-ooh-ooh-ooh... Dont worry be happy Ooh-ooh-ooh-ooh-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh...  Dont worry Woo ooh-ooh-ooh-hoo-ooh-ooh... Be happy Woo ooh-ooh-ooh-ooh... Dont worry be happy Now there is this song I wrote  I hope you learned it note for note like good little children Dont worry be happy Listen to a what I say in your life expect some trouble when you worry you make it double Dont worry be... happy... be happy now Ooh-ooh-hoo-hoo-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh be happy,1988
